"","fid","2.sell.place.name","2.sell.place.ward","2.sell.place.district","6.buy.place.name","6.buy.place.ward","6.buy.place.district","2.sell.place.ward.final","2.sell.place.district.final","2.sell.place.region.final","acceptAll.final.x","6.buy.place.ward.final","6.buy.place.district.final","6.buy.place.region.final","acceptAll.final.y"
"197",1147095,"chidilo","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"198",1147337,"nchinila","nchinila","bahi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",1147338,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"200",1147339,NA,NA,NA,"nkhome","ibugule","bahi",NA,NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0"
"201",1147340,NA,NA,NA,"dodoma","kisasa","dodoma.mjini",NA,NA,NA,NA,NA,NA,NA,NA
"202",1147341,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"203",1147342,"chiguluka","chiguluka","bahi",NA,NA,NA,"chipanga","bahi.dc","dodoma","acceptHF0",NA,NA,NA,NA
"204",1147343,"mpwayungu",NA,"bahi",NA,NA,NA,"mpwayungu","chamwino.dc","dodoma","acceptWDR1",NA,NA,NA,NA
"205",1147344,NA,NA,NA,"chiguluka","chipanga","bahi",NA,NA,NA,NA,"chipanga","bahi.dc","dodoma","acceptWDR0"
"206",1147345,"chifutuka","chifutuka","bahi",NA,NA,NA,"nondwa","bahi.dc","dodoma","acceptHF1",NA,NA,NA,NA
"207",1147346,"nchinila","nchinila","bahi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",1147347,NA,NA,NA,"mnkola","mnkola","bahi",NA,NA,NA,NA,"ibihwa","bahi.dc","dodoma","acceptHF0"
"209",1147348,"nkhome","nkhome","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptHF0",NA,NA,NA,NA
"210",1147445,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"211",1147446,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"212",1147447,"mapanga","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"213",1147448,"mbabala","mbabala","dodoma.mjini",NA,NA,NA,"mbabala","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"214",1147449,NA,NA,NA,"mbabala","mbabala","dodoma.mjini",NA,NA,NA,NA,"mbabala","dodoma.cc","dodoma","acceptWDR0"
"215",1147450,"nkhome","ibugule","bahi","pugu","pugu","dar.es.salaam","ibugule","bahi.dc","dodoma","acceptWDR0","pugu","ilala.mc","dar.es.salaam","acceptWDR1"
"216",1147451,"nholi","mpalanga","bahi",NA,NA,NA,"mpalanga","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"217",1147452,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"218",1147453,"nkhome","ibugule","bahi","kizota","kizota","dodoma.mjini","ibugule","bahi.dc","dodoma","acceptWDR0","kizota","dodoma.cc","dodoma","acceptWDR0"
"219",1147454,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"220",1147455,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"221",1147456,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"222",1147460,"mitobo","burabujiga","bariadi.mji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",1147461,"imalilo","bunamala","bariadi.mji",NA,NA,NA,"bunamhala","bariadi.tc","simiyu","acceptWDR2",NA,NA,NA,NA
"224",1147462,NA,"sakwe","bariadi.mji","kidinda","kidinda","bariadi.mji","sakwe","bariadi.dc","simiyu","acceptWDR1",NA,NA,NA,NA
"225",1147463,"kidinda","kidinda","bariadi.mji",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",1147464,NA,NA,NA,"kidinda","kidinda","bariadi.mji",NA,NA,NA,NA,NA,NA,NA,NA
"227",1147465,"nyangokolwa","nyangokolwa","bariadi.mji",NA,NA,NA,"nyangokolwa","bariadi.tc","simiyu","acceptWDR0",NA,NA,NA,NA
"228",1147466,NA,NA,NA,"nyangokolwa","nyangokolwa","bariadi.mji",NA,NA,NA,NA,"nyangokolwa","bariadi.tc","simiyu","acceptWDR0"
"229",1147467,NA,NA,NA,"sakwe","sakwe","bariadi.mji",NA,NA,NA,NA,"sakwe","bariadi.dc","simiyu","acceptWDR1"
"230",1147468,"nyangokolwa","nyangokolwa","bariadi.mji","kidinda","kidinda","bariadi.mji","nyangokolwa","bariadi.tc","simiyu","acceptWDR0",NA,NA,NA,NA
"231",1147469,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",1147470,NA,NA,NA,"imalilo","bunamala","bariadi.mji",NA,NA,NA,NA,"bunamhala","bariadi.tc","simiyu","acceptWDR2"
"233",1147471,"kangabilili","kangabilili","itilima",NA,NA,NA,"lagangabilili","itilima.dc","simiyu","acceptHF2",NA,NA,NA,NA
"234",1147472,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",1147473,"kidinda","kidinda","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",1147474,NA,NA,NA,"giliku","giliku","bariadi.mji",NA,NA,NA,NA,NA,NA,NA,NA
"237",1147475,"udui","udui","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",1147476,NA,NA,NA,"buzunza","kidinda","bariadi.mji",NA,NA,NA,NA,NA,NA,NA,NA
"239",1147477,NA,NA,NA,"dudulu","dudulu","itilima",NA,NA,NA,NA,NA,NA,NA,NA
"240",1147478,NA,NA,NA,"nyamhimbi","somanda","bariadi.mji",NA,NA,NA,NA,"somanda","bariadi.tc","simiyu","acceptWDR0"
"241",1147479,NA,NA,NA,"kidalimanda","kidalimanda","bariadi",NA,NA,NA,NA,NA,NA,NA,NA
"242",1147480,NA,NA,NA,"somanda","somanda","bariadi.mji",NA,NA,NA,NA,"somanda","bariadi.tc","simiyu","acceptWDR0"
"243",1147481,"somanda","somanda","bariadi",NA,NA,NA,"somanda","bariadi.tc","simiyu","acceptWDR1",NA,NA,NA,NA
"244",1147482,NA,NA,NA,"nyangokolwa","nyangokolwa","bariadi.mji",NA,NA,NA,NA,"nyangokolwa","bariadi.tc","simiyu","acceptWDR0"
"245",1147483,"kidulya","kidulya","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",1147484,"nyangokorwa","nyangokorwa","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",1147485,"biti","biti","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248",1147486,"bariadi","bariadi","bariadi",NA,NA,NA,"bariadi","bariadi.tc","simiyu","acceptWDR1",NA,NA,NA,NA
"249",1147487,NA,NA,NA,"dutwa","dutwa","bariadi",NA,NA,NA,NA,"dutwa","bariadi.dc","simiyu","acceptWDR0"
"250",1147488,"ibolyo","ibolyo","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"251",1147489,NA,NA,NA,"dutwa","dutwa","bariadi",NA,NA,NA,NA,"dutwa","bariadi.dc","simiyu","acceptWDR0"
"252",1147490,NA,NA,NA,"kidinda","kidinda","bariadi",NA,NA,NA,NA,NA,NA,NA,NA
"253",1147491,NA,NA,NA,"kidinda","kidinda","bariadi",NA,NA,NA,NA,NA,NA,NA,NA
"254",1147492,"mwashuli","nhobora","itilima",NA,NA,NA,"nhobora","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"255",1147493,"kidinda","kidinda","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",1147494,"iguru","iguru","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",1147495,"bumhala","buhala","bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",1147496,"mitobo","mdalabujiga","itilima",NA,NA,NA,"budalabujiga","itilima.dc","simiyu","acceptWDR2",NA,NA,NA,NA
"259",1147497,"mwamtani","sagata","baridi.tc","kidinda","kidinda","bariadi.tc","sagata","itilima.dc","simiyu","acceptWR0",NA,NA,NA,NA
"260",1147498,"nyaumata","somanda","bariadi.tc",NA,NA,NA,"somanda","bariadi.tc","simiyu","acceptWDR0",NA,NA,NA,NA
"261",1147499,"kidinda","kidinda","bariadi.tc","majengo","dutwa","bariadi.dc",NA,NA,NA,NA,"dutwa","bariadi.dc","simiyu","acceptWDR0"
"262",1147500,"mipiayi","nkololo","bariadi.dc",NA,NA,NA,"nkololo","bariadi.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"263",1147501,"kidinda","kidinda","bariadi.tc","kidinda","kidinda","bariadi.tc",NA,NA,NA,NA,NA,NA,NA,NA
"264",1147502,"sanungu","somanda","bariadi.tc","sanungu","somanda","bariadi.tc","somanda","bariadi.tc","simiyu","acceptWDR0","somanda","bariadi.tc","simiyu","acceptWDR0"
"265",1147503,"gudui","gudui","bariadi.tc",NA,NA,NA,"guduwi","bariadi.tc","simiyu","acceptWDR2",NA,NA,NA,NA
"266",1147504,"mnara.wa.voda","malambo.a","bariad.tc","mnadani.kidinda","kidinda","bariadi.tc","malambo","bariadi.tc","simiyu","acceptWDR2",NA,NA,NA,NA
"267",1147505,"kidinda","kidinda","bariadi.tc","mkololo","nkololo","bariadi.dc",NA,NA,NA,NA,"nkololo","bariadi.dc","simiyu","acceptWDR0"
"268",1147506,"mwangimu","sakwe","bariadi.dc",NA,NA,NA,"sakwe","bariadi.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"269",1147507,"nyamswa","gambosi","bariadi.dc",NA,NA,NA,"gambosi","bariadi.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"270",1147508,"kidinda","kidinda","bariadi.dc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",1147509,"kidinda","kidinda","bariadi.tc","kidinda","kidinda","bariadi.tc",NA,NA,NA,NA,NA,NA,NA,NA
"272",1147510,"ngulyati","ngulyati","bariadi.dc","ngulyati","ngulyati","bariadi.dc","ngulyati","bariadi.dc","simiyu","acceptWDR0","ngulyati","bariadi.dc","simiyu","acceptWDR0"
"273",1147511,NA,NA,NA,"kidulya","sima","bariadi.tc",NA,NA,NA,NA,"sima","bariadi.tc","simiyu","acceptWDR0"
"274",1147512,NA,NA,NA,"salunda","sima","bariadi.tc",NA,NA,NA,NA,"sima","bariadi.tc","simiyu","acceptWDR0"
"275",1147513,"mnadani.kidinda","somanda","bariadi.tc","salungu","somanda","bariadi.tc","somanda","bariadi.tc","simiyu","acceptWDR0","somanda","bariadi.tc","simiyu","acceptWDR0"
"276",1147514,NA,NA,NA,"kidulya","kidinda","bariadi.tc",NA,NA,NA,NA,NA,NA,NA,NA
"277",1147515,"kidinda","kidinda","bariadi.tc","nyamimbi","somanda","bariadi.tc",NA,NA,NA,NA,"somanda","bariadi.tc","simiyu","acceptWDR0"
"278",1147516,NA,NA,NA,"mnara.wa.voda","sima","bariadi.tc",NA,NA,NA,NA,"sima","bariadi.tc","simiyu","acceptWDR0"
"279",1147517,NA,NA,NA,"gambosi","gambosi","bariadi.dc",NA,NA,NA,NA,"gambosi","bariadi.dc","simiyu","acceptWDR0"
"280",1147518,"migato.laini.tundaburigi","tindaburigi","itilima.na.meatu","kisesa","kisesa","meatu",NA,NA,NA,NA,"kisesa","meatu.dc","simiyu","acceptWDR0"
"281",1147519,"laini","laini","itilima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282",1147520,"laini.meatu.langangabiriri",NA,"itilima.na.meatu.maswa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283",1147521,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"284",1147522,"nguliati","nguliati","bariadi",NA,NA,NA,"ngulyati","bariadi.dc","simiyu","acceptWDR2",NA,NA,NA,NA
"285",1147523,NA,NA,NA,"kisii.kenya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286",1147524,"sunzura","mbita","itilima","sunzula","mbita","itilima","mbita","itilima.dc","simiyu","acceptWDR0","mbita","itilima.dc","simiyu","acceptWDR0"
"287",1147525,"bariadi","bariadi","bariadi",NA,NA,NA,"bariadi","bariadi.tc","simiyu","acceptWDR1",NA,NA,NA,NA
"288",1147526,"laini.migato",NA,"itilima",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289",1147527,NA,NA,NA,"ibulyu","sakwe","bariadi.dc",NA,NA,NA,NA,"sakwe","bariadi.dc","simiyu","acceptWDR0"
"290",1147528,"mango","mango","bariadi.tc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291",1147529,"mango","mango","bariadi.dc","mango","mango","bariadi.dc","mhango","bariadi.dc","simiyu","acceptWDR2","mhango","bariadi.dc","simiyu","acceptWDR2"
"292",1147530,"maswa","maswa","maswa","kidulya",NA,"bariadi.tc","binza","maswa.dc","simiyu","acceptHF0",NA,NA,NA,NA
"293",1147531,"mwanzoya","itubukilo","bariadi.dc","mwanzoya","itubukilo","bariadi.dc","sakwe","bariadi.dc","simiyu","acceptHF0","sakwe","bariadi.dc","simiyu","acceptHF0"
"294",1147532,"igulya","sakwe","bariadi.dc","dutwa","dutwa","bariadi","sakwe","bariadi.dc","simiyu","acceptWDR0","dutwa","bariadi.dc","simiyu","acceptWDR0"
"295",1147533,"mihale",NA,"bunda","mihale",NA,"bunda",NA,NA,NA,NA,NA,NA,NA,NA
"296",1147534,"sunsula",NA,"bariadi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297",1147535,"ikungulipu","luguru","itilima","ikunguligu",NA,"itilima","lugulu","itilima.dc","simiyu","acceptWDR2",NA,NA,NA,NA
"298",1147536,"bunamala","bunamala","bariadi.tc","bunamala","bunamala","bariadi.tc","bunamhala","bariadi.tc","simiyu","acceptWDR2","bunamhala","bariadi.tc","simiyu","acceptWDR2"
"299",1147537,"kilulu","bunamala","bariadi.tc","kilulu","bunamala","bariadi","bunamhala","bariadi.tc","simiyu","acceptWDR2",NA,NA,NA,NA
"300",1148061,"idoselo","mwamapalala","itilima","idoselo","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"301",1148062,"zanzui","zakayu","itilima","zanzui","zakayu","itilima","zagayu","itilima.dc","simiyu","acceptWDR2","zagayu","itilima.dc","simiyu","acceptWDR2"
"302",1148063,"nyamalapa","nyamalapa","itilima","nyamalapa","nyamalapa","itilima","nyamalapa","itilima.dc","simiyu","acceptWDR0","nyamalapa","itilima.dc","simiyu","acceptWDR0"
"303",1148064,"mwamapalala","mwamapalala","itilima","mwamapalala","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"304",1148065,"kashishi","kazagayu","itilima",NA,NA,NA,"zagayu","itilima.dc","simiyu","acceptWDR2",NA,NA,NA,NA
"305",1148066,"idoselo","mwamapalala","itilima","idoselo","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"306",1148067,NA,NA,NA,"mwamapalala","mwamapalala","itilima",NA,NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0"
"307",1148068,NA,NA,NA,"mwamapalala","mwamapalala","itilima",NA,NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0"
"308",1148069,"mwamuhu","mwamapalala","itilima",NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"309",1148070,"ndosela","mwamapalala","itilima","mwamapalala","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"310",1148071,"bunamhala","nyamalapa","itilima",NA,NA,NA,"nyamalapa","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"311",1148072,NA,NA,NA,"luguru","luguru","itilima",NA,NA,NA,NA,"lugulu","itilima.dc","simiyu","acceptWDR2"
"312",1148073,"ngeme","mwamapalala","itilima","ngeme","mwamaplalal","bariadi.tc","mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"313",1148074,"mwamunu","mwamaplala","itilima","mwamapalala","mwamaplala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR2","mwamapalala","itilima.dc","simiyu","acceptWDR2"
"314",1148075,"donselo","mwamapalala","itilima","mwamapalala","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"315",1148076,"mwamilu","bunamhala","itilima","bunamhala","bunamhala","itilima","bunamhala","bariadi.tc","simiyu","acceptWR0","bunamhala","bariadi.tc","simiyu","acceptWR0"
"316",1148077,"nkololo","mwamapalala","itilima","nkololo","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"317",1148078,NA,NA,NA,"sasago","bariadi","bariadi.tc",NA,NA,NA,NA,"bariadi","bariadi.tc","simiyu","acceptWDR0"
"318",1148079,NA,NA,NA,"nyamalapa","nyamalapa","itilima",NA,NA,NA,NA,"nyamalapa","itilima.dc","simiyu","acceptWDR0"
"319",1148080,NA,NA,NA,"mwamigani","mwamapalala","itilima",NA,NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0"
"320",1148081,"mwamigagani","mwamapalala","itilima",NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"321",1148082,"donselo","mwampalala","itilima","doselo","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR2","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"322",1148083,NA,NA,NA,"idoselo","mwamapalala","itilima",NA,NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0"
"323",1148089,"mwasiabo","mwamapalala","itilima","bunamhala","nyamalapa","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","nyamalapa","itilima.dc","simiyu","acceptWDR0"
"324",1148090,"bunamhala.mbugani","nyamalapa","itilima",NA,NA,NA,"nyamalapa","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"325",1148092,"nkololo","mwamapalala","itilima",NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"326",1148093,"mwamanyangu","mwalushu","itilima",NA,NA,NA,"mwalushu","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"327",1148094,"nyamalapa","nyamalapa","itilima","nyamalapa","nyamalapa","itilima","nyamalapa","itilima.dc","simiyu","acceptWDR0","nyamalapa","itilima.dc","simiyu","acceptWDR0"
"328",1148095,"ngeme","mwamapalala","itilima","ngeme","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"329",1148097,"mwasiabo","mwamapalala","itilima","mwasiabo","mwamapalala","itilima","mwamapalala","itilima.dc","simiyu","acceptWDR0","mwamapalala","itilima.dc","simiyu","acceptWDR0"
"330",1148098,"ngeme","mwamapalala","itilima",NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"331",1148099,"bunamhala","mwamapalala","itilima",NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"332",1148100,"nyamalapa","nyamalapa","itilima",NA,NA,NA,"nyamalapa","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"333",1148102,"mwamapalala","mwamapalala","itilima",NA,NA,NA,"mwamapalala","itilima.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"334",1148559,"chonde","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"335",1148560,NA,NA,NA,"hamia","mpendo","chemba",NA,NA,NA,NA,"mpendo","chemba.dc","dodoma","acceptWDR0"
"336",1148561,NA,NA,NA,"dar.es.salaam","kiwalani","ilala",NA,NA,NA,NA,"kiwalani","ilala.mc","dar.es.salaam","acceptWDR0"
"337",1148562,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"338",1148563,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"339",1148564,"mundemu","mundemu","bahi",NA,NA,NA,"mundemu","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"340",1148565,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"341",1148566,"lamaiti","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"342",1148567,"hamia","mpendo","chemba",NA,NA,NA,"mpendo","chemba.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"343",1148568,"makanda","makanda","makanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",1148569,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"345",1148570,"lukali",NA,"bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptHF0",NA,NA,NA,NA
"346",1148571,NA,NA,NA,"chonde","manda","manda",NA,NA,NA,NA,"mpanda.ndogo","mpanda.dc","katavi","acceptWDR2"
"347",1148572,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"348",1148573,"makanda","makanda","bahi","kizota",NA,"bahi","makanda","bahi.dc","dodoma","acceptWDR0","kizota","dodoma.cc","dodoma","acceptWR0"
"349",1148574,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"350",1148575,"makanda","makanda","bahi","kizota",NA,"bahi","makanda","bahi.dc","dodoma","acceptWDR0","kizota","dodoma.cc","dodoma","acceptWR0"
"351",1148615,"mkakatika","mpamantwa","bahi",NA,NA,NA,"mpamantwa","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"352",1148616,"mkakatika","mpamantwa","bahi",NA,NA,NA,"mpamantwa","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"353",1148617,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"354",1148618,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"355",1148619,"makanda","makanda","manyoni",NA,NA,NA,"makanda","manyoni.dc","singida","acceptWDR0",NA,NA,NA,NA
"356",1148620,"lamaiti","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"357",1148621,"lamaiti","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"358",1148622,"mnkola","ibihwa","bahi",NA,NA,NA,"ibihwa","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"359",1148623,"hamia","mpendo","chemba",NA,NA,NA,"mpendo","chemba.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"360",1148624,"bankoro","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"361",1148625,"bankoro","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"362",1148626,"chilungule","mundemu","bahi","chilungule","mundemu","bahi","mundemu","bahi.dc","dodoma","acceptWDR0","mundemu","bahi.dc","dodoma","acceptWDR0"
"363",1148737,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"364",1148738,"makanda.ya.manyoni","makanda","manyoni","makanda.ya.manyoni","makanda",NA,"makanda","manyoni.dc","singida","acceptWDR0",NA,NA,NA,NA
"365",1148739,"dodoma","dodoma","dodoma",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"366",1148740,NA,NA,NA,"bankolo","lamaiti","bahi",NA,NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0"
"367",1148741,"makanda","makanda","bahi",NA,NA,NA,"makanda","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"368",1148742,"lamaiti","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"369",1148743,"lamaiti","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"370",1148744,"maziwa","maziwa","nchemba",NA,NA,NA,"makorongo","chemba.dc","dodoma","acceptHF0",NA,NA,NA,NA
"371",1148745,NA,NA,NA,"maziwa","maziwa","bahi",NA,NA,NA,NA,NA,NA,NA,NA
"372",1148746,"dodoma","kizota","dodoma.mjini","dodoma.na.dar.es.salaam",NA,"dodoma.dar.es.salaam","kizota","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"373",1148747,"mpendo",NA,"nchemba",NA,NA,NA,"mpendo","chemba.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"374",1148748,"bankolo","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"375",1148749,"bankolo","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"376",1148750,"bankolo","lamaiti","bahi",NA,NA,NA,"lamaiti","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"377",1148751,"makanda","makanda","makanda",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"378",1148811,NA,NA,NA,"isanga","isanga","bariadi.mji",NA,NA,NA,NA,"isanga","bariadi.tc","simiyu","acceptWDR0"
"379",1148812,"lubaga","dutwa","bariadi.dc","lubaga","dutwa","bariadi.dc","dutwa","bariadi.dc","simiyu","acceptWDR0","dutwa","bariadi.dc","simiyu","acceptWDR0"
"380",1148813,NA,NA,NA,"mwamigongwa","malili","bariadi.dc",NA,NA,NA,NA,"malili","busega.dc","simiyu","acceptWR0"
"381",1148814,"igaganulwa","dutwa","bariadi.dc","igaganulwa","dutwa","bariadi.dc","dutwa","bariadi.dc","simiyu","acceptWDR0","dutwa","bariadi.dc","simiyu","acceptWDR0"
"382",1148815,"wamabu","dutwa","bariadi.dc",NA,NA,NA,"dutwa","bariadi.dc","simiyu","acceptWDR0",NA,NA,NA,NA
"383",1148816,NA,NA,NA,"ibanda","dutwa","bariadi.dc",NA,NA,NA,NA,"dutwa","bariadi.dc","simiyu","acceptWDR0"
"384",1148817,"dutwa","dutwa","bariadi.dc","igoma","igoma","nyamagana","dutwa","bariadi.dc","simiyu","acceptWDR0","igoma","nyamagana.mc","mwanza","acceptWDR0"
