"","fid","2.sell.place.name","2.sell.place.ward","2.sell.place.district","6.buy.place.name","6.buy.place.ward","6.buy.place.district","2.sell.place.ward.final","2.sell.place.district.final","2.sell.place.region.final","acceptAll.final.x","6.buy.place.ward.final","6.buy.place.district.final","6.buy.place.region.final","acceptAll.final.y"
"819",1153186,"mwanangwa","mwanangwa","misungwi","mwanangwa","mwanangwa","misungwi","mabuki","misungwi.dc","mwanza","acceptHF1","mabuki","misungwi.dc","mwanza","acceptHF1"
"820",1153187,"nyakiswa","nyakiswa","musoma.vijijini","bariadi","misungwi","misungwi",NA,NA,NA,NA,"misungwi","misungwi.dc","mwanza","acceptWDR0"
"821",1153188,"sumbugu","sumbugu","misungwi","sumbugu","sumbugu","misungwi","sumbugu","misungwi.dc","mwanza","acceptWDR0","sumbugu","misungwi.dc","mwanza","acceptWDR0"
"822",1153189,NA,NA,NA,"mabuki","mabuki","misungwi",NA,NA,NA,NA,"mabuki","misungwi.dc","mwanza","acceptWDR0"
"823",1153190,"misasi","misasi","misungwi","misasi","misasi","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","masasi","misungwi.dc","mwanza","acceptWDR2"
"824",1153191,"mabuki","mabuki","misungwi","mabuki","mabuki","misungwi","mabuki","misungwi.dc","mwanza","acceptWDR0","mabuki","misungwi.dc","mwanza","acceptWDR0"
"825",1153192,"mwamaguha","kijima","misungwi",NA,NA,NA,"kijima","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"826",1153193,"mwanangwa","mwanangwa","misasi","mwanangwa","mwanangwa","misungwi",NA,NA,NA,NA,"mabuki","misungwi.dc","mwanza","acceptHF1"
"827",1153194,NA,NA,NA,"misasi","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"828",1153195,"mwanangwa","mwanangwa","misungwi",NA,NA,NA,"mabuki","misungwi.dc","mwanza","acceptHF1",NA,NA,NA,NA
"829",1153196,"kabale","uingo","misungwi","uingo","kabale","misungwi","buhingo","misungwi.dc","mwanza","acceptWDR2","buhingo","misungwi.dc","mwanza","acceptHF6"
"830",1153197,"dua","kasololo","misungwi","dua","kasololo","misungwi","kasololo","misungwi.dc","mwanza","acceptWDR0","kasololo","misungwi.dc","mwanza","acceptWDR0"
"831",1153198,"dua","kasololo","misungwi","dua","kasololo","misungwi","kasololo","misungwi.dc","mwanza","acceptWDR0","kasololo","misungwi.dc","mwanza","acceptWDR0"
"832",1153199,"mwanangwa","mwanangwa","misungwi","mwanangwa","mwanangwa","misungwi","mabuki","misungwi.dc","mwanza","acceptHF1","mabuki","misungwi.dc","mwanza","acceptHF1"
"833",1153200,"mwamaguha","kijima","misungwi",NA,NA,NA,"kijima","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"834",1153201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835",1153202,"ikoma","kijima","misungwi",NA,NA,NA,"kijima","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"836",1153203,"misasi","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"837",1153204,"misasi","misasi","misungwi","mwagilili","nundulu","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","nhundulu","misungwi.dc","mwanza","acceptWDR2"
"838",1153205,"mnadani","misasi","misungwi","inonelwa","misasi","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","masasi","misungwi.dc","mwanza","acceptWDR2"
"839",1153206,NA,NA,NA,"igongwa","sumbugu","misungwi",NA,NA,NA,NA,"sumbugu","misungwi.dc","mwanza","acceptWDR0"
"840",1153207,"muhunda","ilijamate","misungwi","misasi","misaai","misungwi","ilujamate","misungwi.dc","mwanza","acceptWDR2","masasi","misungwi.dc","mwanza","acceptWDR2"
"841",1153208,"sumbugu",NA,"misungwi",NA,NA,NA,"sumbugu","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"842",1153209,NA,NA,NA,"buhingo","buhingo","misungwi",NA,NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0"
"843",1153210,"sumbulu","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"844",1153211,NA,NA,NA,"chibuji","nyangh.onge","misungwi",NA,NA,NA,NA,"ilujamate","misungwi.dc","mwanza","acceptHF2"
"845",1153212,NA,NA,NA,"chibuji","nyangh.ongwa","misungwi",NA,NA,NA,NA,"ilujamate","misungwi.dc","mwanza","acceptHF2"
"846",1153213,"minawa","misasi","mosungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"847",1153214,"sulumbu","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"848",1153215,NA,NA,NA,"nachinja.mnadani","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"849",1153216,NA,NA,NA,"minawa","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"850",1153217,"chibuji","nyangh.onge","misungwi",NA,NA,NA,"ilujamate","misungwi.dc","mwanza","acceptHF2",NA,NA,NA,NA
"851",1153218,"chibuji","nyang.honga","misungwi",NA,NA,NA,"ilujamate","misungwi.dc","mwanza","acceptHF2",NA,NA,NA,NA
"852",1153219,NA,NA,NA,"minawa","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"853",1153220,"inonelwa","misasi","misungwi","inonelwa","misasi","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","masasi","misungwi.dc","mwanza","acceptWDR2"
"854",1153221,"salawe","salawe","shenyang.dc","salawe","salawe","shinyanga","salawe","shinyanga.dc","shinyanga","acceptWDR0","salawe","shinyanga.dc","shinyanga","acceptWDR0"
"855",1153222,"mwamaguha","kijima","misungwi",NA,NA,NA,"kijima","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"856",1153223,"ndanhi","fukalo","kwimba",NA,NA,NA,"fukalo","kwimba.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"857",1153224,"nhobo","shilalo","misungwi",NA,NA,NA,"shilalo","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"858",1153225,"ikoma","kijima","misungwi",NA,NA,NA,"kijima","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"859",1153226,"misasi","misasi","misungwi","ngudu","ngudu","kwimba","masasi","misungwi.dc","mwanza","acceptWDR2","ngudu","kwimba.dc","mwanza","acceptWDR0"
"860",1153227,"mbarika","mbarika","misungwi",NA,NA,NA,"mbarika","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"861",1153228,"mwabuga","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"862",1153229,"misasi","misasi","misungwi","misasi","miaasi","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","masasi","misungwi.dc","mwanza","acceptWDR2"
"863",1153230,"mabuki","mabuki","misungwi",NA,NA,NA,"mabuki","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"864",1153231,NA,NA,NA,"matale","sumbugu","misungwi",NA,NA,NA,NA,"sumbugu","misungwi.dc","mwanza","acceptWDR0"
"865",1153232,"nonolwa","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"866",1153233,NA,NA,NA,"manawa","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"867",1153234,"mwasagala","misasi","misungwi","mwasagala","misasi","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","masasi","misungwi.dc","mwanza","acceptWDR2"
"868",1153245,"mwanangwa","mabuki","misungwi",NA,NA,NA,"mabuki","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"869",1153246,NA,NA,NA,"bugunguli","buhunda","misungwi",NA,NA,NA,NA,"ilujamate","misungwi.dc","mwanza","acceptHF0"
"870",1153247,NA,NA,NA,"malemve","igongwa","kwimba",NA,NA,NA,NA,"igongwa","kwimba.dc","mwanza","acceptWDR0"
"871",1153248,"misasi","misasi","misungwi","nyamatala","nyamatala","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","ukiriguru","misungwi.dc","mwanza","acceptHF1"
"872",1153249,"misasi","misasi","misungwi","nyamatala","nyamatala","misungwi","masasi","misungwi.dc","mwanza","acceptWDR2","ukiriguru","misungwi.dc","mwanza","acceptHF1"
"873",1153250,"mweyo","mwaniko","misungwi",NA,NA,NA,"mwaniko","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"874",1153251,NA,NA,NA,"manawa","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"875",1153252,NA,NA,NA,"songiwe","buhingo","misungwi",NA,NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0"
"876",1153253,"songiwe","buhingo","misungwi",NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"877",1153254,"inonelwa","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"878",1153255,"wili","buhingo","misungwi",NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"879",1153256,NA,NA,NA,"songiwe","buhingo","misungwi",NA,NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0"
"880",1153257,"wili","buhingo","misungwi",NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"881",1153258,"inonelwa","misasi","misungwi","ngudu","ngudu","kwimba","masasi","misungwi.dc","mwanza","acceptWDR2","ngudu","kwimba.dc","mwanza","acceptWDR0"
"882",1153259,"misasi","misasi","misungwi",NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"883",1153260,"malya","malya","kwimba",NA,NA,NA,"malya","kwimba.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"884",1153261,"ingongwa","sumbuku","misungwi",NA,NA,NA,"sumbugu","misungwi.dc","mwanza","acceptWDR2",NA,NA,NA,NA
"885",1153262,NA,NA,NA,"shilalo","shilalo","misungwi",NA,NA,NA,NA,"shilalo","misungwi.dc","mwanza","acceptWDR0"
"886",1153263,NA,NA,NA,"misasi","misasi","misungwi",NA,NA,NA,NA,"masasi","misungwi.dc","mwanza","acceptWDR2"
"887",1153264,"buhingo","buhingo","misungwi",NA,NA,NA,"buhingo","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"888",1153265,NA,NA,NA,"buhunda","isesa","misungwi",NA,NA,NA,NA,"isesa","misungwi.dc","mwanza","acceptWDR0"
"889",1153266,"nduha","kasololo","misungwi",NA,NA,NA,"kasololo","misungwi.dc","mwanza","acceptWDR0",NA,NA,NA,NA
"890",1153267,"nduha","kasololo","misungwi","mwanza","igoma","ilemela","kasololo","misungwi.dc","mwanza","acceptWDR0","igoma","nyamagana.mc","mwanza","acceptWR0"
"891",1153289,NA,NA,NA,"pugu","pugu","ilala",NA,NA,NA,NA,"pugu","ilala.mc","dar.es.salaam","acceptWDR0"
"892",1153290,"biro","biro","ulanga",NA,NA,NA,"biro","malinyi.dc","morogoro","acceptWR0",NA,NA,NA,NA
"893",1153291,"mabanda","ngoheranga","malinyi","salamiti","sofi","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","sofi","malinyi.dc","morogoro","acceptWDR0"
"894",1153292,"kagombe","malinyi","malinyi",NA,NA,NA,"malinyi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"895",1153293,NA,NA,NA,"kagombe","malinyi","malinyi",NA,NA,NA,NA,"malinyi","malinyi.dc","morogoro","acceptWDR0"
"896",1153294,NA,NA,NA,"mtimbila","mtimbila","malinyi",NA,NA,NA,NA,"mtimbira","malinyi.dc","morogoro","acceptWDR2"
"897",1153295,"ihowewanga",NA,"malinyi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"898",1153296,"tanga","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"899",1153297,"biro","biro","malinyi","sagamaganga","signali","ifakara","biro","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"900",1153320,"tanga.butu","ngoheranga","malinyi","tanga.butu","ngoheranga","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"901",1153321,"sofi.nyumbani","sofi","malinyi","sofi.nyumbani","sofi","malinyi","sofi","malinyi.dc","morogoro","acceptWDR0","sofi","malinyi.dc","morogoro","acceptWDR0"
"902",1153322,"mwembeni.nyumbani","malinyi","malinyi","mwembeni.nyumbani","malinyi","malinyi","malinyi","malinyi.dc","morogoro","acceptWDR0","malinyi","malinyi.dc","morogoro","acceptWDR0"
"903",1153323,"mabanda.nyumbani","ngoheranga","malinyi","mabanda.nyumbani","ngoheranga","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"904",1153324,"lupunga.nyumbani","ngoheranga","malinyi","lupunga.nyumbani","ngoheranga","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"905",1153325,NA,NA,NA,"mtaa.wa.lingatu","kisarawe.2","kigamboni",NA,NA,NA,NA,"kisarawe.ii","kigamboni.mc","dar.es.salaam","acceptWDR2"
"906",1153326,NA,NA,NA,"lupunga","ngoheranga","malinyi",NA,NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"907",1153327,"mabanda.nyumbani","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"908",1153328,"kijiji.cha.kangombe","malinyi","malinyi",NA,NA,NA,"malinyi","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"909",1153349,"inyonga","inyonga","mlele","ilunde","ilunde","mlele","inyonga","mlele.dc","katavi","acceptWDR0","ilunde","mlele.dc","katavi","acceptWDR0"
"910",1153350,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"911",1153351,"kamsisi","kamsisi","mlele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"912",1153352,NA,NA,NA,"imarauduki","kamsisi","mlele",NA,NA,NA,NA,NA,NA,NA,NA
"913",1153353,"kamalampaka","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"914",1153354,"malampaka","inyonga","mlele","malampaka","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"915",1153355,"senkwq","inyonga","mlele","senkwa","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"916",1153356,"mapili","inyonga","mlele","mapili","inyonga","mlele","inyonga","mlele.dc","katavi","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"917",1153357,"sikonge",NA,"sikonge",NA,NA,NA,"sikonge","sikonge.dc","tabora","acceptWDR0",NA,NA,NA,NA
"918",1153358,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"919",1153359,NA,NA,NA,"mlugolo.mapili","inyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0"
"920",1153360,NA,NA,NA,"senkwa","inyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0"
"921",1153377,"tanga","ngoheranga","malinyi","tanga","ngoheranga","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"922",1153378,"mbalinyi","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"923",1153379,"tanga","ngoheranga","malinyi","tanga","ngoheranga","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"924",1153380,"tanga","ngoheranga","malinyi","tanga","ngoheranga","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"925",1153381,"butu","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"926",1153382,"tanga","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"927",1153383,NA,NA,NA,"mbalinyi","ngoheranga","malinyi",NA,NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0"
"928",1153384,"lupunga","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"929",1153385,"lupunga","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"930",1153386,"lupunga","ngoheranga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"931",1153387,"lupunga","lupunga","malinyi","tanga","ngoheranga.tanga","malinyi",NA,NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR2"
"932",1153388,"tanga","ngoheranga.tanga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"933",1153389,"tanga","tanga","malinyi","mwembeni","malinyi","malinyi","ngoheranga","malinyi.dc","morogoro","acceptHF0","malinyi","malinyi.dc","morogoro","acceptWDR0"
"934",1153390,"mbalinyi","biro","malinyi",NA,NA,NA,"biro","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"935",1153391,NA,NA,NA,"mbalinyi","biro","malinyi",NA,NA,NA,NA,"biro","malinyi.dc","morogoro","acceptWDR0"
"936",1153392,"mbalinyi","biro","malinyi",NA,NA,NA,"biro","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"937",1153393,"mabalinyi","biro","malinyi",NA,NA,NA,"biro","malinyi.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"938",1153394,"tanga","ngoheranga.tanga","malinyi",NA,NA,NA,"ngoheranga","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"939",1153395,"kilosampepo","kilosampepo","malinyi",NA,NA,NA,"kilosa.kwa.mpepo","malinyi.dc","morogoro","acceptWDR2",NA,NA,NA,NA
"940",1153396,"lupunga","ngoheranga","malinyi","salamiti","sofi","malinyi","ngoheranga","malinyi.dc","morogoro","acceptWDR0","sofi","malinyi.dc","morogoro","acceptWDR0"
"941",1153497,"mtitaa","mtitaa","bahi",NA,NA,NA,"mtitaa","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"942",1153498,"isangha","chibelela","bahi","isangha","chibelela","bahi","chibelela","bahi.dc","dodoma","acceptWDR0","chibelela","bahi.dc","dodoma","acceptWDR0"
"943",1153499,"nkhome","ibugule","bahi",NA,NA,NA,"ibugule","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"944",1153500,"isangha","chibelela","bahi",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"945",1153501,"nkulabi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"946",1153502,"mpunguzi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"947",1153503,"chibelela","chibelela","bahi",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"948",1153504,NA,NA,NA,"ntyuka","ntyuka","dodoma.mjini",NA,NA,NA,NA,"ntyuka","dodoma.cc","dodoma","acceptWDR0"
"949",1153505,"chibelela","chibelela","bahi",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"950",1153506,"mtitaa","mtitaa","bahi",NA,NA,NA,"mtitaa","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"951",1153514,NA,NA,NA,"songambele","kamsisi","mlele",NA,NA,NA,NA,NA,NA,NA,NA
"952",1153515,NA,NA,NA,"imalauduki","kamsisi","mlele",NA,NA,NA,NA,NA,NA,NA,NA
"953",1153516,"inyonga","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"954",1153517,"sikonge","sikonge","sikonge","igombe","inyonga","mlele","sikonge","sikonge.dc","tabora","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"955",1153518,"songambele","kamsisi","mlele",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"956",1153519,NA,NA,NA,"iñyonga","iñyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptHF2"
"957",1153520,"kanoge","utende","mlele",NA,NA,NA,"utende","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"958",1153521,"masigo","ilela","mlele",NA,NA,NA,"ilela","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"959",1153522,NA,NA,NA,"kamalmpaka","iñyonga","mlele",NA,NA,NA,NA,"inyonga","mlele.dc","katavi","acceptHF2"
"960",1153523,"uzega","utende","mlele",NA,NA,NA,"utende","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"961",1153524,NA,NA,NA,"ilunde","ilunde","mlele",NA,NA,NA,NA,"ilunde","mlele.dc","katavi","acceptWDR0"
"962",1153525,"kamalampaka","inyonga","mlele",NA,NA,NA,"inyonga","mlele.dc","katavi","acceptWDR0",NA,NA,NA,NA
"963",1153526,NA,NA,NA,"kamsisi","kamsisi","mlele",NA,NA,NA,NA,NA,NA,NA,NA
"964",1153527,"sikonge","sikonge","sikonge","inyonga","inyonga","mlele","sikonge","sikonge.dc","tabora","acceptWDR0","inyonga","mlele.dc","katavi","acceptWDR0"
"965",1153528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"966",1153539,NA,NA,NA,"msalato","msalato","bahi",NA,NA,NA,NA,"msalato","dodoma.cc","dodoma","acceptWR0"
"967",1153540,"chibelela","chibelela","dodoma.mjini",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWR0",NA,NA,NA,NA
"968",1153541,"iringa.mvumi","iringa.mvumi","chamwino",NA,NA,NA,"iringamvumi","chamwino.dc","dodoma","acceptWDR2",NA,NA,NA,NA
"969",1153542,"chiwona","makan.gwa","chamwino",NA,NA,NA,"makang.wa","chamwino.dc","dodoma","acceptWDR2",NA,NA,NA,NA
"970",1153543,"makan.gwa","makan.gwa","chamwino",NA,NA,NA,"makang.wa","chamwino.dc","dodoma","acceptWDR2",NA,NA,NA,NA
"971",1153544,"luhenda","mwitikira","bahi",NA,NA,NA,"mwitikira","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"972",1153545,"mkulabi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"973",1153546,"mkulabi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"974",1153547,"isangha","chibelela","dodoma.mjini",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWR0",NA,NA,NA,NA
"975",1153548,"isangha","chibelela","dodoma.mjini",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWR0",NA,NA,NA,NA
"976",1153592,NA,NA,NA,"isangha",NA,"bahi",NA,NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptHF0"
"977",1153593,NA,NA,NA,"mwitikila","mwitikila","bahi",NA,NA,NA,NA,"mwitikira","bahi.dc","dodoma","acceptWDR2"
"978",1153594,"mpunguzi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"979",1153595,"nkhwenda","nkhwenda","bahi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"980",1153596,"nkhwenda","nhinhi","chamwino",NA,NA,NA,"nhinhi","chamwino.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"981",1153597,"mwitikila","mwitikila","bahi",NA,NA,NA,"mwitikira","bahi.dc","dodoma","acceptWDR2",NA,NA,NA,NA
"982",1153598,NA,NA,NA,"mwitikila","mwitikila","bahi",NA,NA,NA,NA,"mwitikira","bahi.dc","dodoma","acceptWDR2"
"983",1153599,"isangha","chibelela","bahi",NA,NA,NA,"chibelela","bahi.dc","dodoma","acceptWDR0",NA,NA,NA,NA
"984",1153600,"mpunguzi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"985",1153642,"nkulabi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"986",1153643,"mpunguzi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"987",1153644,"mpunguzi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"988",1153645,"nhindi","nhindi","chamwino",NA,NA,NA,"nhinhi","chamwino.dc","dodoma","acceptWDR2",NA,NA,NA,NA
"989",1153646,"magudugudu",NA,"chamwino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"990",1153647,"mpunguzi","mpunguzi","dodoma.mjini",NA,NA,NA,"mpunguzi","dodoma.cc","dodoma","acceptWDR0",NA,NA,NA,NA
"991",1153695,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"992",1153696,"lukande","lukande","ulanga","lupiro","lupiro","ulanga","lukande","ulanga.dc","morogoro","acceptWDR0","lupiro","ulanga.dc","morogoro","acceptWDR0"
"993",1153697,"izigila","jikwiti","ulanga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"994",1153698,"mwaya","mwaya","ulanga",NA,NA,NA,"mwaya","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"995",1153699,"lukande",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"996",1153700,"mwaya","mwaya","ulanga",NA,NA,NA,"mwaya","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"997",1153701,"lukande","lukande","ulanga","mbuga","mbuga","ulanga","lukande","ulanga.dc","morogoro","acceptWDR0","mbuga","ulanga.dc","morogoro","acceptWDR0"
"998",1153702,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"999",1153703,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1000",1153710,"lukande","lukande","ulanga",NA,NA,NA,"lukande","ulanga.dc","morogoro","acceptWDR0",NA,NA,NA,NA
"1001",1153711,"lukande","lukande","ulanga","ruaha","ruaha","kilosa","lukande","ulanga.dc","morogoro","acceptWDR0","ruaha","kilosa.dc","morogoro","acceptWDR0"
