"","place","ward.A","dist.A","reg.A","Facility_N","Village_St","ward.X","dist.X","reg.X","place.X","place.dist","reg.A.dist","dist"
"175","itenka","itenka","tanganyika","tanganyika","itenka","itenka 'a'","Itenka","Nsimbo DC","katavi","itenka-itenka 'a'",0.215686274509804,0.394444444444444,NA
"176","itimaa","ngwala","chunya.dc","mbeya","itamba","itamba","Mkwawa","Iringa MC","iringa","itamba-itamba",0.235042735042735,0.544444444444445,NA
"177","itimaa","ngwala","chunya.dc","mbeya","itamba","itamba","Mapogoro","Mbarali DC","mbeya","itamba-itamba",0.235042735042735,0,NA
"178","itimaa","ngwala","chunya.dc","mbeya","itambo","itambo","Mfriga","Njombe DC","njombe","itambo-itambo",0.235042735042735,1,NA
"179","itindi","paramawe","nkasi.dc","rukwa","itindi","itindi","Galula","Songwe DC","songwe","itindi-itindi",0.17948717948718,0.544444444444445,NA
"180","itindi","swahila","nkasi.dc","rukwa","itindi","itindi","Galula","Songwe DC","songwe","itindi-itindi",0.17948717948718,0.544444444444445,NA
"181","ivuna","momba","sumbawanga.dc","rukwa","ivuna","ivuna","Ivuna","Momba DC","songwe","ivuna-ivuna",0.181818181818182,0.544444444444445,NA
"182","izigila","jikwiti","ulanga.dc","morogoro","izigo","izigo","Izigo","Muleba DC","kagera","izigo-izigo",0.277056277056277,0.638888888888889,NA
"183","iñyonga","iñyonga","mlele.dc","katavi","iyunga","ikuti","Iyunga","Mbeya CC","mbeya","iyunga-ikuti",0.28968253968254,0.544444444444445,NA
"184","jida","jida","jida","jida","suji sda","malindi","Suji","Same DC","kilimanjaro","suji sda-malindi",0.25,0.439393939393939,NA
"185","jida","jida","jida","jida","suji sda","malindi","Suji","Same DC","kilimanjaro","suji sda-malindi",0.25,0.439393939393939,NA
"186","jija","jija","bariadi.dc","simiyu","jija","jija","Shishiyu","Maswa DC","simiyu","jija-jija",0.185185185185185,0,NA
"187","kabage","sibwesa","tanganyika","tanganyika","kabale","kiziru","Karabagaine","Bukoba DC","kagera","kabale-kiziru",0.260683760683761,0.4,NA
"188","kabatini","katuma","tanganyika","tanganyika","kia","patandi","Akheri","Meru DC","arusha","kia-patandi",0.234307359307359,0.488888888888889,NA
"189","kabatini","katuma","tanganyika","tanganyika","kia","patandi","Akheri","Meru DC","arusha","kia-patandi",0.234307359307359,0.488888888888889,NA
"190","kabila","kabila","kwimba.dc","mwanza","kabila","kabila","Nkungulu","Magu DC","mwanza","kabila-kabila",0.17948717948718,0,NA
"191","kabila","kabila","magu.dc","mwanza","kabila","kabila","Nkungulu","Magu DC","mwanza","kabila-kabila",0.17948717948718,0,NA
"192","kabisile","nkung.ungu","chunya.dc","mbeya","kibati","salawe","Kibati","Mvomero DC","morogoro","kibati-salawe",0.211538461538462,0.558333333333333,NA
"193","kabungu","kabungu","tanganyika","tanganyika","kabungu","kabungu","Kabungu","Mpanda DC","katavi","kabungu-kabungu",0.177777777777778,0.394444444444444,NA
"194","kadashi","kadashi","kwimba.dc","mwanza","kandashi","kandashi","Karansi","Siha DC","kilimanjaro","kandashi-kandashi",0.196078431372549,0.323232323232323,NA
"195","kaelele","mpembe","tanganyika","tanganyika","kanikelele","lupembe","Lupembe","Njombe DC","njombe","kanikelele-lupembe",0.203703703703704,0.577777777777778,NA
"196","kaenze","sibwesa","tanganyika","tanganyika","kayenze","kayenze","Nyehunge","Buchosa DC","mwanza","kayenze-kayenze",0.2,0.4,NA
"197","kaenze","sibwesa","tanganyika","tanganyika","kayenze","kayenze","Kafita","Nyang'hwale DC","geita","kayenze-kayenze",0.2,0.533333333333333,NA
"198","kagunga","kasekese","tanganyika","tanganyika","kagunga","kagunga","Kagunga","Kigoma DC","kigoma","kagunga-kagunga",0.177777777777778,0.655555555555556,NA
"199","kagunga","kasekese","tanganyika","tanganyika","kagunga","kagunga","Kagunga","Sengerema DC","mwanza","kagunga-kagunga",0.177777777777778,0.4,NA
"200","kagunga","katuma","tanganyika","tanganyika","kagunga","kagunga","Kagunga","Kigoma DC","kigoma","kagunga-kagunga",0.177777777777778,0.655555555555556,NA
"201","kagunga","katuma","tanganyika","tanganyika","kagunga","kagunga","Kagunga","Sengerema DC","mwanza","kagunga-kagunga",0.177777777777778,0.4,NA
"202","kagunga","sibwesa","tanganyika","tanganyika","kagunga","kagunga","Kagunga","Kigoma DC","kigoma","kagunga-kagunga",0.177777777777778,0.655555555555556,NA
"203","kagunga","sibwesa","tanganyika","tanganyika","kagunga","kagunga","Kagunga","Sengerema DC","mwanza","kagunga-kagunga",0.177777777777778,0.4,NA
"204","kahele","katuma","tanganyika","tanganyika","kahe","kahe","Ubetu Kahe","Rombo DC","kilimanjaro","kahe-kahe",0.203703703703704,0.578787878787879,NA
"205","kakoma","kakoma","namanyere","namanyere","kakonko","muganza","Kakonko","Kakonko DC","kigoma","kakonko-muganza",0.2,0.481481481481482,NA
"206","kakoma","kipundu","nkasi.dc","rukwa","kakonko","muganza","Kakonko","Kakonko DC","kigoma","kakonko-muganza",0.2,0.422222222222222,NA
"207","kakonji","mzia","mvomero.dc","morogoro","kakonko mission","mbizi","Kakonko","Kakonko DC","kigoma","kakonko mission-mbizi",0.285714285714286,0.638888888888889,NA
"208","kakonji","mzia","mvomero.dc","morogoro","kakonko mission","mbizi","Kakonko","Kakonko DC","kigoma","kakonko mission-mbizi",0.285714285714286,0.638888888888889,NA
"209","kalemela","chamngasa","busega.dc","simiyu","kalemela","mayega","Kalemela","Busega DC","simiyu","kalemela-mayega",0.155555555555556,0,NA
"210","kalemela","kalemela","magu.dc","mwanza","kalemela","mayega","Kalemela","Busega DC","simiyu","kalemela-mayega",0.155555555555556,0.555555555555556,NA
"211","kalenga","mofu","mlimba","mlimba","kalenga","kalenga","Kalenga","Iringa DC","iringa","kalenga-kalenga",0.177777777777778,0.444444444444445,NA
"212","kalenga","mofu","mlimba","mlimba","kalenge","kalenge","Kandaga","Uvinza DC","kigoma","kalenge-kalenge",0.177777777777778,0.333333333333333,NA
"213","kalenga","mofu","mlimba","mlimba","kalenge","kalenge","Kalenge","Biharamulo DC","kagera","kalenge-kalenge",0.177777777777778,0.555555555555556,NA
"214","kalenga.nyumbani","mofu","mlimba","mlimba","pangani","kumba","Pangani Magharibi","Pangani DC","tanga","pangani-kumba",0.248397435897436,0.544444444444445,NA
"215","kalimbaleza","kalumbaleza","sumbawanga.dc","rukwa","kalumbaleza","kalumbaleza","Muze","Sumbawanga DC","rukwa","kalumbaleza-kalumbaleza",0.21870882740448,0,NA
"216","kalumbaleza","kalimbaleza","sumbawanga.dc","rukwa","kalumbaleza","kalumbaleza","Muze","Sumbawanga DC","rukwa","kalumbaleza-kalumbaleza",0.173913043478261,0,NA
"217","kalundi","kalundi","nkasi.dc","rukwa","kalunde","kalunde","Kalunde","Tabora MC","tabora","kalunde-kalunde",0.247619047619048,0.544444444444445,NA
"218","kalyalya","kalyalya","kigoma.dc","kigoma","kalya","kalya","Kalya","Uvinza DC","kigoma","kalya-kalya",0.153409090909091,0,NA
"219","kamalmpaka","iñyonga","mlele.dc","katavi","kibamba","mpakani","Kwembe","Ubungo MC","dar es salaam","kibamba-mpakani",0.166666666666667,0.504273504273504,NA
"220","kambanga","kibo","tanganyika","tanganyika","kambangwa","kambangwa","Mwananyamala","Kinondoni MC","dar es salaam","kambangwa-kambangwa",0.192982456140351,0.48974358974359,NA
"221","kambi.ya.fisi","napupa","masasi.dc","mtwara","kisimba","kisimba","Kisiriri","Iramba DC","singida","kisimba-kisimba",0.32542735042735,0.563492063492063,NA
"222","kamsabwa","kamsabwa","sumbawanga.dc","rukwa","kamsamba","kamsamba","Kamsamba","Momba DC","songwe","kamsamba-kamsamba",0.237745098039216,0.544444444444445,NA
"223","kamsamba","kamsamba","sumbawanga.dc","rukwa","kamsamba","kamsamba","Kamsamba","Momba DC","songwe","kamsamba-kamsamba",0.176470588235294,0.544444444444445,NA
"224","kamsanga","igalula","tanganyika","tanganyika","lukha","mapinga","Kerege","Bagamoyo DC","pwani","lukha-mapinga",0.195512820512821,0.366666666666667,NA
"225","kamsanga","igalula","tanganyika","tanganyika","lukha","mapinga","Kerege","Bagamoyo DC","pwani","lukha-mapinga",0.195512820512821,0.366666666666667,NA
"226","kamsisi","kamsisi","mlele.dc","katavi","nkwae","msisi","Msisi","Singida DC","singida","nkwae-msisi",0.121212121212121,0.563492063492063,NA
"227","kangabilili","kangabilili","itilima.dc","simiyu","kangagai","majulai","Mwangoi","Lushoto DC","tanga","kangagai-majulai",0.257575757575758,1,NA
"228","kangaga","chang.ombe.mawindi","mbarali.dc","mbeya","kanga","kanga","Kanga","Mafia DC","pwani","kanga-kanga",0.168831168831169,1,NA
"229","kangaga","chang.ombe.mawindi","mbarali.dc","mbeya","kanga","kanga","Kanga","Songwe DC","songwe","kanga-kanga",0.168831168831169,1,NA
"230","kangaga","chang.ombe.mawindi","mbarali.dc","mbeya","kanga","kanga","Kanga","Mvomero DC","morogoro","kanga-kanga",0.168831168831169,0.558333333333333,NA
"231","kanindi","majimoto","sumbawanga.dc","rukwa","kaniha","kaniha","Kaniha","Biharamulo DC","kagera","kaniha-kaniha",0.227106227106227,0.422222222222222,NA
"232","kanoge","sibwesa","tanganyika","tanganyika","kanoge","kanoge","Kanoge","Kaliua DC","tabora","kanoge-kanoge",0.17948717948718,0.4,NA
"233","kanoge","uzega","inyonga","inyonga","kanoge","kanoge","Kanoge","Kaliua DC","tabora","kanoge-kanoge",0.17948717948718,0.46031746031746,NA
"234","kapalamsenga","kapalamsenga","tanganyika","tanganyika","kapalamsenga","kapalamsenga","Kapalamsenga","Mpanda DC","katavi","kapalamsenga-kapalamsenga",0.173333333333333,0.394444444444444,NA
"235","kapanga","katuma","tanganyika","tanganyika","kabanga","kabanga","Kabanga","Ngara DC","kagera","kabanga-kabanga",0.247619047619048,0.4,NA
"236","kapanga","katuma","tanganyika","tanganyika","kahanga","kahanga","Nyakasimbi","Karagwe DC","kagera","kahanga-kahanga",0.247619047619048,0.4,NA
"237","kapanga","katuma","tanganyika","tanganyika","kapanda","not set","Machimboni","Nsimbo DC","katavi","kapanda-not set",0.247619047619048,0.394444444444444,NA
"238","kapanga","katuma","tanganyika","tanganyika","kasanga","kasanga","Kasanga","Kalambo DC","rukwa","kasanga-kasanga",0.247619047619048,0.566666666666667,NA
"239","kapanga","katuma","tanganyika","tanganyika","kasange","kasange","Kirushya","Ngara DC","kagera","kasange-kasange",0.247619047619048,0.4,NA
"240","kapanga","katuma","tanganyika","tanganyika","kamanga","kamanga","Nyamatongo","Sengerema DC","mwanza","kamanga-kamanga",0.247619047619048,0.4,NA
"241","kapanga","katuma","tanganyika","tanganyika","kasanga","kasanga","Kasanga","Mufindi DC","iringa","kasanga-kasanga",0.247619047619048,0.566666666666667,NA
"242","kapanga","katuma","tanganyika","tanganyika","kayanga","kayanga","Kayanga","Karagwe DC","kagera","kayanga-kayanga",0.247619047619048,0.4,NA
"243","kaparamsenga","kaparamsenga","tanganyika","tanganyika","kaparamsenga","kaparamsenga","Sigunga","Uvinza DC","kigoma","kaparamsenga-kaparamsenga",0.173333333333333,0.655555555555556,NA
"244","karenga","mofu","mlimba","mlimba","kahe","ngasinyi","Kahe","Moshi DC","kilimanjaro","kahe-ngasinyi",0.227106227106227,0.406565656565657,NA
"245","kasekese","kasekese","tanganyika","tanganyika","kaseke","kaseke","Simbo","Uvinza DC","kigoma","kaseke-kaseke",0.128205128205128,0.655555555555556,NA
"246","kasekese","sibwesa","tanganyika","tanganyika","kaseke","kaseke","Simbo","Uvinza DC","kigoma","kaseke-kaseke",0.128205128205128,0.655555555555556,NA
"247","kashishi","kashishi","mpimbwe.dc","katavi","kashishi","kashishi","Kashishi","Kaliua DC","tabora","kashishi-kashishi",0.176470588235294,0.444444444444445,NA
"248","kashishi","kashishi","mpimbwe.dc","katavi","kashishi","kashishi","Kashishi","Msalala DC","shinyanga","kashishi-kashishi",0.176470588235294,0.648148148148148,NA
"249","kashishi","kashishi","mpimbwe.dc","katavi","kashishi","kashishi","Zagayu","Itilima DC","simiyu","kashishi-kashishi",0.176470588235294,0.555555555555556,NA
"250","kashishi","kashishi","mpimbwe.dc","katavi","kashishi","kashishi","Nyakamwaga","Geita DC","geita","kashishi-kashishi",0.176470588235294,0.422222222222222,NA
"251","kasisi","upendo","chunya.dc","mbeya","kasisa","kasisa","Nyakasungwa","Buchosa DC","mwanza","kasisa-kasisa",0.17948717948718,0.422222222222222,NA
"252","kasisi","upendo","chunya.dc","mbeya","kasisi","kasisi","Kasisi","Urambo DC","tabora","kasisi-kasisi",0.17948717948718,0.422222222222222,NA
"253","kasisi","upendo","chunya.dc","mbeya","kasitu","kasitu","Sopa","Kalambo DC","rukwa","kasitu-kasitu",0.17948717948718,0.533333333333333,NA
"254","katuma","katuma","tanganyika","tanganyika","katuma","katuma","Katuma","Mpanda DC","katavi","katuma-katuma",0.17948717948718,0.394444444444444,NA
"255","katumbila","katumbila","nkasi.dc","rukwa","katumbi","nkonkwa","Buhingu","Uvinza DC","kigoma","katumbi-nkonkwa",0.192592592592593,0.422222222222222,NA
"256","kaulolo","inyonga","wilaya","wilaya","kalola","kakola","Mabama","Uyui DC","tabora","kalola-kakola",0.227106227106227,0.444444444444445,NA
"257","kaulolo","inyonga","wilaya","wilaya","kalole","kalole","Sandulula","Sumbawanga DC","rukwa","kalole-kalole",0.227106227106227,0.544444444444445,NA
"258","kayenze","katuma","tanganyika","tanganyika","kayenze","kayenze","Nyehunge","Buchosa DC","mwanza","kayenze-kayenze",0.177777777777778,0.4,NA
"259","kayenze","katuma","tanganyika","tanganyika","kayenze","kayenze","Kafita","Nyang'hwale DC","geita","kayenze-kayenze",0.177777777777778,0.533333333333333,NA
"260","kibatula","mzia","mvomero.dc","morogoro","kibati","salawe","Kibati","Mvomero DC","morogoro","kibati-salawe",0.243131868131868,0,NA
"261","kibatula","mziha","mvomero.dc","morogoro","kibati","salawe","Kibati","Mvomero DC","morogoro","kibati-salawe",0.243131868131868,0,NA
"262","kibatula.nyumbani","mziha","mvomero.dc","morogoro","kabasa","kalisumba/shuleni","Kabasa","Bunda TC","mara","kabasa-kalisumba/shuleni",0.282491201608849,0.416666666666667,NA
"263","kiberenge","kiberenge","ifakara.tc","morogoro","kiberege","kiberege","Kiberege","Kilombero DC","morogoro","kiberege-kiberege",0.213507625272331,0,NA
"264","kiberenge.nyumbani","kiberenge","ifakara.tc","morogoro","kerenge","makumba","Kerenge","Korogwe DC","tanga","kerenge-makumba",0.279124579124579,0.558333333333333,NA
"265","kichangani","mgeta","mlimba","mlimba","kichangani","tununguo","Tununguo","Morogoro DC","morogoro","kichangani-tununguo",0.157894736842105,0.569444444444445,NA
"266","kichangani","mgeta","mlimba","mlimba","kichangani","area six","Kichangani","Morogoro MC","morogoro","kichangani-area six",0.157894736842105,0.569444444444445,NA
"267","kichangani","viwanja.sitini","ifakara.tc","morogoro","kichangani","tununguo","Tununguo","Morogoro DC","morogoro","kichangani-tununguo",0.157894736842105,0,NA
"268","kichangani","viwanja.sitini","ifakara.tc","morogoro","kichangani","area six","Kichangani","Morogoro MC","morogoro","kichangani-area six",0.157894736842105,0,NA
"269","kidalimanda","kidalimanda","bariadi.dc","simiyu","ilima","lubanda","Ilima","Rungwe DC","mbeya","ilima-lubanda",0.237244237244237,0.422222222222222,NA
"270","kidinda","kidi","bariadi.dc","simiyu","kinda","kinda","Maskati","Mvomero DC","morogoro","kinda-kinda",0.24025974025974,0.569444444444445,NA
"271","kidinda","kidinda","bariadi.dc","simiyu","kinda","kinda","Maskati","Mvomero DC","morogoro","kinda-kinda",0.24025974025974,0.569444444444445,NA
"272","kidinda","kidinda","bariadi.tc","simiyu","kinda","kinda","Maskati","Mvomero DC","morogoro","kinda-kinda",0.24025974025974,0.569444444444445,NA
"273","kidinda.mnadani","kidinda","bariadi.tc","simiyu","idunda","idumilavanu","Idunda","Mufindi DC","iringa","idunda-idumilavanu",0.302777777777778,0.444444444444445,NA
"274","kidoka","kidoka","chemba.dc","dodoma","kidoka","kidoka","Chemba","Chemba DC","dodoma","kidoka-kidoka",0.17948717948718,0,NA
"275","kidulya","kidinda","bariadi.tc","simiyu","kidalu","kidalu","Isakamaliwa","Igunga DC","tabora","kidalu-kidalu",0.282661782661783,1,NA
"276","kidulya","kidulya","bariadi.dc","simiyu","kidalu","kidalu","Isakamaliwa","Igunga DC","tabora","kidalu-kidalu",0.282661782661783,1,NA
"277","kidulya","kidulya","bariadi.tc","simiyu","kidalu","kidalu","Isakamaliwa","Igunga DC","tabora","kidalu-kidalu",0.282661782661783,1,NA
"278","kiji","igangwe","chunya.dc","mbeya","kijima","kijima","Kijima","Misungwi DC","mwanza","kijima-kijima",0.230769230769231,0.422222222222222,NA
"279","kiji","igangwe","chunya.dc","mbeya","kijima","kijima","Kijima","Misungwi DC","mwanza","kijima-kijima",0.230769230769231,0.422222222222222,NA
"280","kijiji.cha.lyandu.nyumbani","uponera","ulanga.dc","morogoro","kilimani","madukani","Imboru","Mbulu TC","manyara","kilimani-madukani",0.319812540400776,0.488095238095238,NA
"281","kijiji.cha.lyandu.nyumbani","uponera","ulanga.dc","morogoro","kilimani","madukani","Imboru","Mbulu TC","manyara","kilimani-madukani",0.319812540400776,0.488095238095238,NA
"282","kijiji.mziha","mziha","mvomero.dc","morogoro","kijima","kijima","Kijima","Misungwi DC","mwanza","kijima-kijima",0.222934472934473,0.569444444444445,NA
"283","kijiji.mziha","mziha","mvomero.dc","morogoro","kijima","kijima","Kijima","Misungwi DC","mwanza","kijima-kijima",0.222934472934473,0.569444444444445,NA
"284","kikurukutu","namawala","mlimba","mlimba","kikuyu","kikuyu","Kikuyu Kusini","Dodoma MC","dodoma","kikuyu-kikuyu",0.194871794871795,0.444444444444445,NA
"285","kikurukutu","namawala","mlimba","mlimba","kikuyu","kikuyu","Ipera","Mpwapwa DC","dodoma","kikuyu-kikuyu",0.194871794871795,0.444444444444445,NA
"286","kikurukutu","namwawala","mlimba","mlimba","kikuyu","kikuyu","Kikuyu Kusini","Dodoma MC","dodoma","kikuyu-kikuyu",0.194871794871795,0.444444444444445,NA
"287","kikurukutu","namwawala","mlimba","mlimba","kikuyu","kikuyu","Ipera","Mpwapwa DC","dodoma","kikuyu-kikuyu",0.194871794871795,0.444444444444445,NA
"288","kilabela","banemhi","bariadi.dc","simiyu","kilambo","kilambo","Kala","Nkasi DC","rukwa","kilambo-kilambo",0.219444444444444,1,NA
"289","kilangawana","iilangawqna","sumbawanga.dc","rukwa","kilangawana","kilangawana","Kipeta","Sumbawanga DC","rukwa","kilangawana-kilangawana",0.173913043478261,0,NA
"290","kilangawana","kilangawana","sumbawanga.dc","rukwa","kilangawana","kilangawana","Kipeta","Sumbawanga DC","rukwa","kilangawana-kilangawana",0.173913043478261,0,NA
"291","kilida","mfinga","mpimbwe.dc","katavi","kilida","kilida","Mamba","Mpimbwe DC","katavi","kilida-kilida",0.17948717948718,0,NA
"292","kilyamatundu","kilyamatundu","sumbawanga.dc","rukwa","katoma","lukindo","Katoma","Bukoba DC","kagera","katoma-lukindo",0.257936507936508,0.422222222222222,NA
"293","kiningi.na","kiningi.na","ifakara.tc","morogoro","kining'inila","kining'ila","Kining'ila","Igunga DC","tabora","kining'inila-kining'ila",0.236231884057971,0.472222222222222,NA
"294","kintinku","kintinku","bahi.dc","dodoma","kintinku","not set","Kintinku","Manyoni DC","singida","kintinku-not set",0.166666666666667,0.563492063492063,NA
"295","kinyampuma","nkung.ungu","chunya.dc","mbeya","kinyambuli","kinyambuli","Nkinto","Mkalama DC","singida","kinyambuli-kinyambuli",0.260846560846561,0.552380952380952,NA
"296","kinyika","kinyika","iringa.dc","iringa","kimnyaki","kimnyaki","Kimnyaki","Arusha DC","arusha","kimnyaki-kimnyaki",0.243697478991597,0.444444444444445,NA
"297","kinyope","kinyope","lindi.dc","lindi","kinyope","kinyope","Rutamba","Lindi DC","lindi","kinyope-kinyope",0.177777777777778,0,NA
"298","kinyope.lindi","kinyope","lindi.dc","lindi","kinyope","kinyope","Rutamba","Lindi DC","lindi","kinyope-kinyope",0.235897435897436,0,NA
"299","kinzoka","kinzoka","songwe.dc","songwe","kidoka","kidoka","Chemba","Chemba DC","dodoma","kidoka-kidoka",0.3003663003663,0.555555555555556,NA
"300","kinzoka","kinzoka","songwe.dc","songwe","kinole","tandai","Kinole","Morogoro DC","morogoro","kinole-tandai",0.3003663003663,0.472222222222222,NA
"301","kinzoka","kinzoka","songwe.dc","songwe","kizuka","kizuka","Magagura","Songea DC","ruvuma","kizuka-kizuka",0.3003663003663,1,NA
"302","kinzoka","kinzoka","songwe.dc","songwe","mkindo","mkindo","Hembeti","Mvomero DC","morogoro","mkindo-mkindo",0.3003663003663,0.472222222222222,NA
"303","kipingo","signal","kilombero.dc","morogoro","kipingu","not set","Ruhuhu","Ludewa DC","njombe","kipingu-not set",0.177777777777778,0.638888888888889,NA
"304","kipingo","signali","ifakara.tc","morogoro","kipingu","not set","Ruhuhu","Ludewa DC","njombe","kipingu-not set",0.177777777777778,0.638888888888889,NA
"305","kipingo","sugnal","ifakara.tc","morogoro","kipingu","not set","Ruhuhu","Ludewa DC","njombe","kipingu-not set",0.177777777777778,0.638888888888889,NA
"306","kipingu","signal","ifakara.tc","morogoro","kipingu","not set","Ruhuhu","Ludewa DC","njombe","kipingu-not set",0.177777777777778,0.638888888888889,NA
"307","kisasa","kisasa","dodoma.cc","dodoma","kisa","kisa","Milepa","Sumbawanga DC","rukwa","kisa-kisa",0.111111111111111,0.544444444444445,NA
"308","kisasa","kisasa","iringa.dc","iringa","kisa","kisa","Milepa","Sumbawanga DC","rukwa","kisa-kisa",0.111111111111111,0.422222222222222,NA
"309","kisasa","makuru","bahi.dc","dodoma","kisa","kisa","Milepa","Sumbawanga DC","rukwa","kisa-kisa",0.111111111111111,0.544444444444445,NA
"310","kisesa","imalamoto","bariadi.dc","simiyu","kisesa","kisesa","Kisesa","Meatu DC","simiyu","kisesa-kisesa",0.17948717948718,0,NA
"311","kisesa","imalamoto","bariadi.dc","simiyu","kisesa","kisesa","Somagedi","Kishapu DC","shinyanga","kisesa-kisesa",0.17948717948718,0.388888888888889,NA
"312","kisii.kenya","kisii.kenya","kenya","kenya","kinesi","kinesi","Nyamunga","Rorya DC","mara","kinesi-kinesi",0.281614219114219,0.516666666666667,NA
"313","kisima.cha.ndege","kisima.cha.ndege","bahi.dc","dodoma","kisima cha ndege","kisima cha ndege","Msisi","Bahi DC","dodoma","kisima cha ndege-kisima cha ndege",0.233585858585859,0,NA
"314","kisima.ndege","kisima.cha.ndege","bahi.dc","dodoma","kisima cha ndege","kisima cha ndege","Msisi","Bahi DC","dodoma","kisima cha ndege-kisima cha ndege",0.25,0,NA
"315","kitiwale","igawa","malinyi.dc","morogoro","kiwira","ntokela","Isongole","Rungwe DC","mbeya","kiwira-ntokela",0.24702380952381,0.558333333333333,NA
"316","kitiwale","igawa","malinyi.dc","morogoro","kiwira","ntokela","Isongole","Rungwe DC","mbeya","kiwira-ntokela",0.24702380952381,0.558333333333333,NA
"317","kitiwele.nyumbani","igawa","malinyi.dc","morogoro","ileje","itumba","Itumba","Ileje DC","songwe","ileje-itumba",0.259477124183007,0.472222222222222,NA
"318","kivingu","kivungu","kilosa.dc","morogoro","kivungu","kivungu","Kilangali","Kilosa DC","morogoro","kivungu-kivungu",0.225396825396825,0,NA
"319","kivungu","kivungu","kilosa.dc","morogoro","kivungu","kivungu","Kilangali","Kilosa DC","morogoro","kivungu-kivungu",0.177777777777778,0,NA
"320","kiwanda.cha.kongoa.kibaha","kongoa","kibaha.dc","pwani","kitahana","kitahana","Kitahana","Kibondo DC","kigoma","kitahana-kitahana",0.265014005602241,1,NA
"321","kizunguzi","ilonga","kilosa.dc","morogoro","kizungu","kizungu","Muze","Sumbawanga DC","rukwa","kizungu-kizungu",0.17037037037037,0.558333333333333,NA
"322","kona.ya.miyagala","minyagala","tanganyika","tanganyika","afya","makanyagio","Makanyagio","Mpanda MC","katavi","afya-makanyagio",0.288888888888889,0.394444444444444,NA
"323","kona.ya.miyagala","minyagala","tanganyika","tanganyika","afya","makanyagio","Makanyagio","Mpanda MC","katavi","afya-makanyagio",0.288888888888889,0.394444444444444,NA
"324","kongogo","kongogo","bahi.dc","dodoma","kongogo","babayu","Babayu","Bahi DC","dodoma","kongogo-babayu",0.166666666666667,0,NA
"325","kungwi","sibwesa","tanganyika","tanganyika","kungwi","kungwi","Baleni","Mafia DC","pwani","kungwi-kungwi",0.17948717948718,0.366666666666667,NA
"326","kuuza.kenya","silali","silali","silali","ikuza","kasenyi","Ikuza","Muleba DC","kagera","ikuza-kasenyi",0.237244237244237,0.555555555555556,NA
"327","kuuza.kenya","silali","silali","silali","ikuza","kasenyi","Ikuza","Muleba DC","kagera","ikuza-kasenyi",0.237244237244237,0.555555555555556,NA
"328","kwabeko","mziha","mvomero.dc","morogoro","kwambe","kwambe","Chiwanda","Nyasa DC","ruvuma","kwambe-kwambe",0.227106227106227,0.569444444444445,NA
"329","kwakonje","mziha","mvomero.dc","morogoro","kwakoa","ngulu","Kwakoa","Mwanga DC","kilimanjaro","kwakoa-ngulu",0.25,0.450757575757576,NA
"330","kwarugulu","negolo","kilindi.dc","tanga","kwaraguru","taula","Kwedizinga","Handeni DC","tanga","kwaraguru-taula",0.207407407407407,0,NA
"331","kwarugulu.nyumbani","negolo","kilindi.dc","tanga","makuyuni","makuyuni","Makuyuni","Korogwe DC","tanga","makuyuni-makuyuni",0.306372549019608,0,NA
"332","kwarugulu.nyumbani","negolo","kilindi.dc","tanga","makuyuni","makuyuni","Makuyuni","Monduli DC","arusha","makuyuni-makuyuni",0.306372549019608,0.422222222222222,NA
"333","laini","laini","itilima.dc","simiyu","lupatingatinga","lupa","Lupatingatinga","Chunya DC","mbeya","lupatingatinga-lupa",0.245614035087719,0.422222222222222,NA
"334","laini.meatu.langangabiriri","laini.meatu.langangabiriri","itilima.na.meatu.maswa","itilima.na.meatu.maswa","lesing'ita","mundarara","Mundarara","Longido DC","arusha","lesing'ita-mundarara",0.288621794871795,0.525252525252525,NA
"335","laini.migato","laini.migato","itilima.dc","simiyu","singida","zimamoto","Ipembe","Singida MC","singida","singida-zimamoto",0.297222222222222,0.357142857142857,NA
"336","lalago.mwakidiga.mwangongo","kishapu.na.lalago","kishapu.na.maswa","kishapu.na.maswa","imalilo","wangama","Wangama","Wanging'ombe DC","njombe","imalilo-wangama",0.295115995115995,1,NA
"337","lamadi","kata","lamadi","lamadi","lamadi","lamadi","Lamadi","Busega DC","simiyu","lamadi-lamadi",0.17948717948718,0.444444444444445,NA
"338","lamadi","kata","lamadi","lamadi","lamadi","lamadi","Lamadi","Busega DC","simiyu","lamadi-lamadi",0.17948717948718,0.444444444444445,NA
"339","likaye","igawa","malinyi.dc","morogoro","kigalye","kigalye","Kagongo","Kigoma DC","kigoma","kigalye-kigalye",0.283333333333333,0.638888888888889,NA
"340","liloya","chikukwe","masasi.dc","mtwara","lufilyo","kipapa","Lufilyo","Busokelo DC","mbeya","lufilyo-kipapa",0.246031746031746,0.422222222222222,NA
"341","lipangalala","lipangalala","ifakara.tc","morogoro","lupanga","lupanga","Lupanga","Ludewa DC","njombe","lupanga-lupanga",0.193939393939394,0.638888888888889,NA
"342","luchingu.a","tulindane","newala.dc","mtwara","mchuo","igunga","Igunga","Igunga DC","tabora","mchuo-igunga",0.302777777777778,0.222222222222222,NA
"343","luchingu.a","tulindane","newala.dc","mtwara","mchuo","igunga","Igunga","Igunga DC","tabora","mchuo-igunga",0.302777777777778,0.222222222222222,NA
"344","lugala","mbalaawala","bahi.dc","dodoma","gula","gula","Lalago","Maswa DC","simiyu","gula-gula",0.166666666666667,0.555555555555556,NA
