"","place","ward.A","pwd.A","wdr.A","dist.A","ward.B","dist.B","reg.B","wdr.B","acceptWDR"
"1408","nkololo","mwamapalala","nkololo-mwamapalala-itilima.dc","mwamapalala-itilima.dc-simiyu","itilima.dc","mwamapalala","itilima.dc","simiyu","mwamapalala-itilima.dc-simiyu","acceptWDR0"
"1409","nkololo","nkololo","nkololo-nkololo-bariadi.dc","nkololo-bariadi.dc-simiyu","bariadi.dc","nkololo","bariadi.dc","simiyu","nkololo-bariadi.dc-simiyu","acceptWDR0"
"1410","nkome","nkome","nkome-nkome-bahi.dc","nkome-bahi.dc-dodoma","bahi.dc","kigwe","bahi.dc","dodoma","kigwe-bahi.dc-dodoma","acceptWDR2"
"1411","nkomolo","nkomolo","nkomolo-nkomolo-nkasi.dc","nkomolo-nkasi.dc-rukwa","nkasi.dc","nkomolo","nkasi.dc","rukwa","nkomolo-nkasi.dc-rukwa","acceptWDR0"
"1412","nkomosi","lamaiti","nkomosi-lamaiti-bahi.dc","lamaiti-bahi.dc-dodoma","bahi.dc","lamaiti","bahi.dc","dodoma","lamaiti-bahi.dc-dodoma","acceptWDR0"
"1413","nkongo","mwaya","nkongo-mwaya-ulanga.dc","mwaya-ulanga.dc-morogoro","ulanga.dc","mwaya","ulanga.dc","morogoro","mwaya-ulanga.dc-morogoro","acceptWDR0"
"1414","nkongo.nyumbani","mwaya","nkongo.nyumbani-mwaya-ulanga.dc","mwaya-ulanga.dc-morogoro","ulanga.dc","mwaya","ulanga.dc","morogoro","mwaya-ulanga.dc-morogoro","acceptWDR0"
"1415","nkulabi","mpunguzi","nkulabi-mpunguzi-dodoma.cc","mpunguzi-dodoma.cc-dodoma","dodoma.cc","mpunguzi","dodoma.cc","dodoma","mpunguzi-dodoma.cc-dodoma","acceptWDR0"
"1416","nkuli","ikungu","nkuli-ikungu-bariadi.dc","ikungu-bariadi.dc-simiyu","bariadi.dc","ikungulyabashashi","bariadi.dc","simiyu","ikungulyabashashi-bariadi.dc-simiyu","acceptWDR2"
"1417","nkulugano","chikola","nkulugano-chikola-bahi.dc","chikola-bahi.dc-dodoma","bahi.dc","chikola","bahi.dc","dodoma","chikola-bahi.dc-dodoma","acceptWDR0"
"1418","nkung.ungu","nkung.ungu","nkung.ungu-nkung.ungu-chunya.dc","nkung.ungu-chunya.dc-mbeya","chunya.dc","lupatingatinga","chunya.dc","mbeya","lupatingatinga-chunya.dc-mbeya","acceptWDR2"
"1419","nkunguru","nkunguru","nkunguru-nkunguru-magu.dc","nkunguru-magu.dc-mwanza","magu.dc","nkungulu","magu.dc","mwanza","nkungulu-magu.dc-mwanza","acceptWDR2"
"1420","nkwavii","isangawana","nkwavii-isangawana-chunya.dc","isangawana-chunya.dc-mbeya","chunya.dc","sangambi","chunya.dc","mbeya","sangambi-chunya.dc-mbeya","acceptWDR2"
"1421","nobola","nobola","nobola-nobola-magu.dc","nobola-magu.dc-mwanza","magu.dc","kongolo","magu.dc","mwanza","kongolo-magu.dc-mwanza","acceptWDR2"
"1422","nondwa","nondwa","nondwa-nondwa-bahi.dc","nondwa-bahi.dc-dodoma","bahi.dc","nondwa","bahi.dc","dodoma","nondwa-bahi.dc-dodoma","acceptWDR0"
"1423","nonolwa","misasi","nonolwa-misasi-misungwi.dc","misasi-misungwi.dc-mwanza","misungwi.dc","masasi","misungwi.dc","mwanza","masasi-misungwi.dc-mwanza","acceptWDR2"
"1424","nsimbo","nsimbo","nsimbo-nsimbo-nsimbo.dc","nsimbo-nsimbo.dc-katavi","nsimbo.dc","nsimbo","nsimbo.dc","katavi","nsimbo-nsimbo.dc-katavi","acceptWDR0"
"1425","ntalamila","intamila","ntalamila-intamila-sumbawanga.dc","intamila-sumbawanga.dc-rukwa","sumbawanga.dc","laela","sumbawanga.dc","rukwa","laela-sumbawanga.dc-rukwa","acceptWDR2"
"1426","ntalamila","ivuna","ntalamila-ivuna-nkasi.dc","ivuna-nkasi.dc-rukwa","nkasi.dc","sintali","nkasi.dc","rukwa","sintali-nkasi.dc-rukwa","acceptWDR2"
"1427","ntalamila","kate","ntalamila-kate-nkasi.dc","kate-nkasi.dc-rukwa","nkasi.dc","kate","nkasi.dc","rukwa","kate-nkasi.dc-rukwa","acceptWDR0"
"1428","ntamila","kate","ntamila-kate-nkasi.dc","kate-nkasi.dc-rukwa","nkasi.dc","kate","nkasi.dc","rukwa","kate-nkasi.dc-rukwa","acceptWDR0"
"1429","ntaswa","mamba.b","ntaswa-mamba.b-mpimbwe.dc","mamba.b-mpimbwe.dc-katavi","mpimbwe.dc","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc-katavi","acceptWDR2"
"1430","ntatumbila","ntatumbila","ntatumbila-ntatumbila-nkasi.dc","ntatumbila-nkasi.dc-rukwa","nkasi.dc","sintali","nkasi.dc","rukwa","sintali-nkasi.dc-rukwa","acceptWDR2"
"1431","ntuchi","isale","ntuchi-isale-nkasi.dc","isale-nkasi.dc-rukwa","nkasi.dc","isale","nkasi.dc","rukwa","isale-nkasi.dc-rukwa","acceptWDR0"
"1432","ntuchi","ntuchi","ntuchi-ntuchi-nkasi.dc","ntuchi-nkasi.dc-rukwa","nkasi.dc","sintali","nkasi.dc","rukwa","sintali-nkasi.dc-rukwa","acceptWDR2"
"1433","ntuchi","tuchi","ntuchi-tuchi-nkasi.dc","tuchi-nkasi.dc-rukwa","nkasi.dc","mtenga","nkasi.dc","rukwa","mtenga-nkasi.dc-rukwa","acceptWDR2"
"1434","ntuchi","tuchi","ntuchi-tuchi-nkasi.dc","tuchi-nkasi.dc-rukwa","nkasi.dc","kipili","nkasi.dc","rukwa","kipili-nkasi.dc-rukwa","acceptWDR2"
"1435","ntula","kashishi","ntula-kashishi-mpimbwe.dc","kashishi-mpimbwe.dc-katavi","mpimbwe.dc","kasansa","mpimbwe.dc","katavi","kasansa-mpimbwe.dc-katavi","acceptWDR2"
"1436","ntungwa","mbao","ntungwa-mbao-momba.dc","mbao-momba.dc-songwe","momba.dc","mpapa","momba.dc","songwe","mpapa-momba.dc-songwe","acceptWDR2"
"1437","ntungwa","mkomba","ntungwa-mkomba-momba.dc","mkomba-momba.dc-songwe","momba.dc","kamsamba","momba.dc","songwe","kamsamba-momba.dc-songwe","acceptWDR2"
"1438","ntungwa","mkuu","ntungwa-mkuu-momba.dc","mkuu-momba.dc-songwe","momba.dc","mkulwe","momba.dc","songwe","mkulwe-momba.dc-songwe","acceptWDR2"
"1439","ntyuka","ntyuka","ntyuka-ntyuka-dodoma.cc","ntyuka-dodoma.cc-dodoma","dodoma.cc","ntyuka","dodoma.cc","dodoma","ntyuka-dodoma.cc-dodoma","acceptWDR0"
"1440","nyakabindi","nyakabindi","nyakabindi-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","bariadi.tc","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc-simiyu","acceptWDR0"
"1441","nyakazombe","mapogoro","nyakazombe-mapogoro-mbarali.dc","mapogoro-mbarali.dc-mbeya","mbarali.dc","mapogoro","mbarali.dc","mbeya","mapogoro-mbarali.dc-mbeya","acceptWDR0"
"1442","nyakiswa","nyakiswa","nyakiswa-nyakiswa-musoma.dc","nyakiswa-musoma.dc-mara","musoma.dc","nyakatende","musoma.dc","mara","nyakatende-musoma.dc-mara","acceptWDR2"
"1443","nyalikungu","nyalikungu","nyalikungu-nyalikungu-maswa.dc","nyalikungu-maswa.dc-simiyu","maswa.dc","nyalikungu","maswa.dc","simiyu","nyalikungu-maswa.dc-simiyu","acceptWDR0"
"1444","nyamakuyu","madibira","nyamakuyu-madibira-mbarali.dc","madibira-mbarali.dc-mbeya","mbarali.dc","madibira","mbarali.dc","mbeya","madibira-mbarali.dc-mbeya","acceptWDR0"
"1445","nyamalapa","nyamalapa","nyamalapa-nyamalapa-itilima.dc","nyamalapa-itilima.dc-simiyu","itilima.dc","nyamalapa","itilima.dc","simiyu","nyamalapa-itilima.dc-simiyu","acceptWDR0"
"1446","nyamalela","igava","nyamalela-igava-mbarali.dc","igava-mbarali.dc-mbeya","mbarali.dc","igava","mbarali.dc","mbeya","igava-mbarali.dc-mbeya","acceptWDR0"
"1447","nyamatala","nyamatala","nyamatala-nyamatala-misungwi.dc","nyamatala-misungwi.dc-mwanza","misungwi.dc","ilujamate","misungwi.dc","mwanza","ilujamate-misungwi.dc-mwanza","acceptWDR2"
"1448","nyambwa","usevya","nyambwa-usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi","mpimbwe.dc","usevya","mpimbwe.dc","katavi","usevya-mpimbwe.dc-katavi","acceptWDR0"
"1449","nyambwe","nyambwe","nyambwe-nyambwe-mpimbwe.dc","nyambwe-mpimbwe.dc-katavi","mpimbwe.dc","mamba","mpimbwe.dc","katavi","mamba-mpimbwe.dc-katavi","acceptWDR2"
"1450","nyambwe","usevya","nyambwe-usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi","mpimbwe.dc","usevya","mpimbwe.dc","katavi","usevya-mpimbwe.dc-katavi","acceptWDR0"
"1451","nyamhimbi","somanda","nyamhimbi-somanda-bariadi.tc","somanda-bariadi.tc-simiyu","bariadi.tc","somanda","bariadi.tc","simiyu","somanda-bariadi.tc-simiyu","acceptWDR0"
"1452","nyamikoma","nyamikoma","nyamikoma-nyamikoma-busega.dc","nyamikoma-busega.dc-simiyu","busega.dc","ngasamo","busega.dc","simiyu","ngasamo-busega.dc-simiyu","acceptWDR2"
"1453","nyamikoma","sapiwi","nyamikoma-sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu","bariadi.dc","sapiwi","bariadi.dc","simiyu","sapiwi-bariadi.dc-simiyu","acceptWDR0"
"1454","nyamimbi","somanda","nyamimbi-somanda-bariadi.dc","somanda-bariadi.dc-simiyu","bariadi.dc","somanda","bariadi.tc","simiyu","somanda-bariadi.tc-simiyu","acceptWDR1"
"1455","nyamimbi","somanda","nyamimbi-somanda-bariadi.tc","somanda-bariadi.tc-simiyu","bariadi.tc","somanda","bariadi.tc","simiyu","somanda-bariadi.tc-simiyu","acceptWDR0"
"1456","nyampoboro","imalilosongwe","nyampoboro-imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya","mbarali.dc","imalilosongwe","mbarali.dc","mbeya","imalilosongwe-mbarali.dc-mbeya","acceptWDR0"
"1457","nyamswa","gambosi","nyamswa-gambosi-bariadi.dc","gambosi-bariadi.dc-simiyu","bariadi.dc","gambosi","bariadi.dc","simiyu","gambosi-bariadi.dc-simiyu","acceptWDR0"
"1458","nyamswa","nyamuswa","nyamswa-nyamuswa-bariadi.tc","nyamuswa-bariadi.tc-simiyu","bariadi.tc","nyangokolwa","bariadi.tc","simiyu","nyangokolwa-bariadi.tc-simiyu","acceptWDR2"
"1459","nyangao","nyangao","nyangao-nyangao-lindi.dc","nyangao-lindi.dc-lindi","lindi.dc","nyangao","lindi.dc","lindi","nyangao-lindi.dc-lindi","acceptWDR0"
"1460","nyangokolwa","nyangokolwa","nyangokolwa-nyangokolwa-bariadi.tc","nyangokolwa-bariadi.tc-simiyu","bariadi.tc","nyangokolwa","bariadi.tc","simiyu","nyangokolwa-bariadi.tc-simiyu","acceptWDR0"
"1461","nyanguge","nyanguge","nyanguge-nyanguge-magu.dc","nyanguge-magu.dc-mwanza","magu.dc","nyanguge","magu.dc","mwanza","nyanguge-magu.dc-mwanza","acceptWDR0"
"1462","nyanhiga","ngudu","nyanhiga-ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","kwimba.dc","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc-mwanza","acceptWDR0"
"1463","nyanuga","ngudu","nyanuga-ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","kwimba.dc","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc-mwanza","acceptWDR0"
"1464","nyasato","jinjimili","nyasato-jinjimili-magu.dc","jinjimili-magu.dc-mwanza","magu.dc","jinjimili","magu.dc","mwanza","jinjimili-magu.dc-mwanza","acceptWDR0"
"1465","nyashimo","kalemela","nyashimo-kalemela-magu.dc","kalemela-magu.dc-mwanza","magu.dc","kisesa","magu.dc","mwanza","kisesa-magu.dc-mwanza","acceptWDR2"
"1466","nyashimo","kalemela","nyashimo-kalemela-magu.dc","kalemela-magu.dc-mwanza","magu.dc","sukuma","magu.dc","mwanza","sukuma-magu.dc-mwanza","acceptWDR2"
"1467","nyashimo","kibinda","nyashimo-kibinda-busega.dc","kibinda-busega.dc-simiyu","busega.dc","kabita","busega.dc","simiyu","kabita-busega.dc-simiyu","acceptWDR2"
"1468","nyashimo","nyashimo","nyashimo-nyashimo-busega.dc","nyashimo-busega.dc-simiyu","busega.dc","ngasamo","busega.dc","simiyu","ngasamo-busega.dc-simiyu","acceptWDR2"
"1469","nyashishi","usagara","nyashishi-usagara-misungwi.dc","usagara-misungwi.dc-mwanza","misungwi.dc","usagara","misungwi.dc","mwanza","usagara-misungwi.dc-mwanza","acceptWDR0"
"1470","nyatwali","nyatwali","nyatwali-nyatwali-bunda.dc","nyatwali-bunda.dc-mara","bunda.dc","nyamuswa","bunda.dc","mara","nyamuswa-bunda.dc-mara","acceptWDR2"
"1471","nyaumata","somanda","nyaumata-somanda-bariadi.tc","somanda-bariadi.tc-simiyu","bariadi.tc","somanda","bariadi.tc","simiyu","somanda-bariadi.tc-simiyu","acceptWDR0"
"1472","nyawa","gilya","nyawa-gilya-bariadi.dc","gilya-bariadi.dc-simiyu","bariadi.dc","gilya","bariadi.dc","simiyu","gilya-bariadi.dc-simiyu","acceptWDR0"
"1473","nyeregere","rujewa","nyeregere-rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","mbarali.dc","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc-mbeya","acceptWDR0"
"1474","nyeregete","mawindi","nyeregete-mawindi-mbarali.dc","mawindi-mbarali.dc-mbeya","mbarali.dc","mawindi","mbarali.dc","mbeya","mawindi-mbarali.dc-mbeya","acceptWDR0"
"1475","nyeregete","rujewa","nyeregete-rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","mbarali.dc","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc-mbeya","acceptWDR0"
"1476","nyeregeti","rujewa","nyeregeti-rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","mbarali.dc","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc-mbeya","acceptWDR0"
"1477","nyumbani.iputi","mbuga","nyumbani.iputi-mbuga-ulanga.dc","mbuga-ulanga.dc-morogoro","ulanga.dc","mbuga","ulanga.dc","morogoro","mbuga-ulanga.dc-morogoro","acceptWDR0"
"1478","nyumbani.mnadani","mnadani","nyumbani.mnadani-mnadani-maswa.dc","mnadani-maswa.dc-simiyu","maswa.dc","senani","maswa.dc","simiyu","senani-maswa.dc-simiyu","acceptWDR2"
"1479","nywambwe","usevya","nywambwe-usevya-mpimbwe.dc","usevya-mpimbwe.dc-katavi","mpimbwe.dc","usevya","mpimbwe.dc","katavi","usevya-mpimbwe.dc-katavi","acceptWDR0"
"1480","ogonda","kaoze","ogonda-kaoze-sumbawanga.dc","kaoze-sumbawanga.dc-rukwa","sumbawanga.dc","kaoze","sumbawanga.dc","rukwa","kaoze-sumbawanga.dc-rukwa","acceptWDR0"
"1481","old.maswa","nyakabindi","old.maswa-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","bariadi.tc","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc-simiyu","acceptWDR0"
"1482","oldmaswa","nyakabindi","oldmaswa-nyakabindi-bariadi.tc","nyakabindi-bariadi.tc-simiyu","bariadi.tc","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc-simiyu","acceptWDR0"
"1483","pachani","chiwale","pachani-chiwale-masasi.dc","chiwale-masasi.dc-mtwara","masasi.dc","chiwale","masasi.dc","mtwara","chiwale-masasi.dc-mtwara","acceptWDR0"
"1484","pambazuka","ifakara","pambazuka-ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara.tc","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc-morogoro","acceptWDR0"
"1485","pambazuko","ifakara","pambazuko-ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara.tc","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc-morogoro","acceptWDR0"
"1486","paramawe","paramawe","paramawe-paramawe-nkasi.dc","paramawe-nkasi.dc-rukwa","nkasi.dc","kabwe","nkasi.dc","rukwa","kabwe-nkasi.dc-rukwa","acceptWDR2"
"1487","posta","ifakara","posta-ifakara-ifakara.tc","ifakara-ifakara.tc-morogoro","ifakara.tc","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc-morogoro","acceptWDR0"
"1488","pugu","pugu","pugu-pugu-dar.es.salaam","pugu-dar.es.salaam-dar.es.salaam","dar.es.salaam","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc-dar.es.salaam","acceptWDR1"
"1489","pugu","pugu","pugu-pugu-ilala.mc","pugu-ilala.mc-dar.es.salaam","ilala.mc","pugu","ilala.mc","dar.es.salaam","pugu-ilala.mc-dar.es.salaam","acceptWDR0"
"1490","pugu","pugu","pugu-pugu-kibaha.dc","pugu-kibaha.dc-pwani","kibaha.dc","ruvu","kibaha.dc","pwani","ruvu-kibaha.dc-pwani","acceptWDR2"
"1491","ruaha","ruaha","ruaha-ruaha-kilosa.dc","ruaha-kilosa.dc-morogoro","kilosa.dc","ruaha","kilosa.dc","morogoro","ruaha-kilosa.dc-morogoro","acceptWDR0"
"1492","rujewa","imalilosongwe","rujewa-imalilosongwe-mbarali.dc","imalilosongwe-mbarali.dc-mbeya","mbarali.dc","imalilosongwe","mbarali.dc","mbeya","imalilosongwe-mbarali.dc-mbeya","acceptWDR0"
"1493","rujewa","rujewa","rujewa-rujewa-mbarali.dc","rujewa-mbarali.dc-mbeya","mbarali.dc","rujewa","mbarali.dc","mbeya","rujewa-mbarali.dc-mbeya","acceptWDR0"
"1494","rutubiga","rutubiga","rutubiga-rutubiga-busega.dc","rutubiga-busega.dc-simiyu","busega.dc","lutubiga","busega.dc","simiyu","lutubiga-busega.dc-simiyu","acceptWDR2"
"1495","sabasaba","mkuti","sabasaba-mkuti-masasi.dc","mkuti-masasi.dc-mtwara","masasi.dc","mkuti","masasi.tc","mtwara","mkuti-masasi.tc-mtwara","acceptWDR1"
"1496","sadani","sadani","sadani-sadani-mufindi.dc","sadani-mufindi.dc-iringa","mufindi.dc","sadani","mufindi.dc","iringa","sadani-mufindi.dc-iringa","acceptWDR0"
"1497","sagamaganga","signal","sagamaganga-signal-ifakara.tc","signal-ifakara.tc-morogoro","ifakara.tc","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc-morogoro","acceptWDR2"
"1498","sagamaganga","signali","sagamaganga-signali-ifakara.tc","signali-ifakara.tc-morogoro","ifakara.tc","kibaoni","ifakara.tc","morogoro","kibaoni-ifakara.tc-morogoro","acceptWDR2"
"1499","sagamaganga.nyumbani","signal","sagamaganga.nyumbani-signal-ifakara.tc","signal-ifakara.tc-morogoro","ifakara.tc","ifakara","ifakara.tc","morogoro","ifakara-ifakara.tc-morogoro","acceptWDR2"
"1500","saja","saja","saja-saja-wanging.ombe.dc","saja-wanging.ombe.dc-njombe","wanging.ombe.dc","saja","wanging.ombe.dc","njombe","saja-wanging.ombe.dc-njombe","acceptWDR0"
"1501","saja","tanga","saja-tanga-kilindi.dc","tanga-kilindi.dc-tanga","kilindi.dc","kisangasa","kilindi.dc","tanga","kisangasa-kilindi.dc-tanga","acceptWDR2"
"1502","sakwe","sakwe","sakwe-sakwe-bariadi.tc","sakwe-bariadi.tc-simiyu","bariadi.tc","sakwe","bariadi.dc","simiyu","sakwe-bariadi.dc-simiyu","acceptWDR1"
"1503","salalia","matongo","salalia-matongo-bariadi.dc","matongo-bariadi.dc-simiyu","bariadi.dc","matongo","bariadi.dc","simiyu","matongo-bariadi.dc-simiyu","acceptWDR0"
"1504","salama","haya","salama-haya-kwimba.dc","haya-kwimba.dc-mwanza","kwimba.dc","malya","kwimba.dc","mwanza","malya-kwimba.dc-mwanza","acceptWDR2"
"1505","salama","nhaya","salama-nhaya-magu.dc","nhaya-magu.dc-mwanza","magu.dc","ng.haya","magu.dc","mwanza","ng.haya-magu.dc-mwanza","acceptWDR2"
"1506","salamiti","sofi","salamiti-sofi-malinyi.dc","sofi-malinyi.dc-morogoro","malinyi.dc","sofi","malinyi.dc","morogoro","sofi-malinyi.dc-morogoro","acceptWDR0"
"1507","salamiti.nyumbani.kitongoji.cha.sofi","sofi","salamiti.nyumbani.kitongoji.cha.sofi-sofi-malinyi.dc","sofi-malinyi.dc-morogoro","malinyi.dc","sofi","malinyi.dc","morogoro","sofi-malinyi.dc-morogoro","acceptWDR0"
"1508","salamiti.sofi","sofi","salamiti.sofi-sofi-malinyi.dc","sofi-malinyi.dc-morogoro","malinyi.dc","sofi","malinyi.dc","morogoro","sofi-malinyi.dc-morogoro","acceptWDR0"
"1509","salawe","salawe","salawe-salawe-shinyanga.dc","salawe-shinyanga.dc-shinyanga","shinyanga.dc","salawe","shinyanga.dc","shinyanga","salawe-shinyanga.dc-shinyanga","acceptWDR0"
"1510","salulu","signali","salulu-signali-ifakara.tc","signali-ifakara.tc-morogoro","ifakara.tc","kibaoni","ifakara.tc","morogoro","kibaoni-ifakara.tc-morogoro","acceptWDR2"
"1511","salunda","sima","salunda-sima-bariadi.tc","sima-bariadi.tc-simiyu","bariadi.tc","sima","bariadi.tc","simiyu","sima-bariadi.tc-simiyu","acceptWDR0"
"1512","salungu","somanda","salungu-somanda-bariadi.tc","somanda-bariadi.tc-simiyu","bariadi.tc","somanda","bariadi.tc","simiyu","somanda-bariadi.tc-simiyu","acceptWDR0"
"1513","sanga","sanga","sanga-sanga-busega.dc","sanga-busega.dc-simiyu","busega.dc","shigala","busega.dc","simiyu","shigala-busega.dc-simiyu","acceptWDR2"
"1514","sante","mkomba","sante-mkomba-momba.dc","mkomba-momba.dc-songwe","momba.dc","kamsamba","momba.dc","songwe","kamsamba-momba.dc-songwe","acceptWDR2"
"1515","sanungu","somanda","sanungu-somanda-bariadi.tc","somanda-bariadi.tc-simiyu","bariadi.tc","somanda","bariadi.tc","simiyu","somanda-bariadi.tc-simiyu","acceptWDR0"
"1516","sapiwi","sapiwi","sapiwi-sapiwi-bariadi.dc","sapiwi-bariadi.dc-simiyu","bariadi.dc","sapiwi","bariadi.dc","simiyu","sapiwi-bariadi.dc-simiyu","acceptWDR0"
"1517","sapiwi.na.igegu","sapiwi.na.igegu","sapiwi.na.igegu-sapiwi.na.igegu-bariadi.dc","sapiwi.na.igegu-bariadi.dc-simiyu","bariadi.dc","sapiwi","bariadi.dc","simiyu","sapiwi-bariadi.dc-simiyu","acceptWDR2"
"1518","sasago","bariadi","sasago-bariadi-bariadi.tc","bariadi-bariadi.tc-simiyu","bariadi.tc","bariadi","bariadi.tc","simiyu","bariadi-bariadi.tc-simiyu","acceptWDR0"
"1519","sekalilo","ilemba","sekalilo-ilemba-sumbawanga.dc","ilemba-sumbawanga.dc-rukwa","sumbawanga.dc","ilemba","sumbawanga.dc","rukwa","ilemba-sumbawanga.dc-rukwa","acceptWDR0"
"1520","sengerema","dutwa","sengerema-dutwa-bariadi.dc","dutwa-bariadi.dc-simiyu","bariadi.dc","dutwa","bariadi.dc","simiyu","dutwa-bariadi.dc-simiyu","acceptWDR0"
"1521","senjera","mkululu","senjera-mkululu-masasi.dc","mkululu-masasi.dc-mtwara","masasi.dc","mkululu","masasi.dc","mtwara","mkululu-masasi.dc-mtwara","acceptWDR0"
"1522","senjera","mkururu","senjera-mkururu-masasi.dc","mkururu-masasi.dc-mtwara","masasi.dc","mkululu","masasi.dc","mtwara","mkululu-masasi.dc-mtwara","acceptWDR2"
"1523","senkwa","inyonga","senkwa-inyonga-mlele.dc","inyonga-mlele.dc-katavi","mlele.dc","inyonga","mlele.dc","katavi","inyonga-mlele.dc-katavi","acceptWDR0"
"1524","senkwq","inyonga","senkwq-inyonga-mlele.dc","inyonga-mlele.dc-katavi","mlele.dc","inyonga","mlele.dc","katavi","inyonga-mlele.dc-katavi","acceptWDR0"
"1525","sentalazaro","itenka","sentalazaro-itenka-nsimbo.dc","itenka-nsimbo.dc-katavi","nsimbo.dc","itenka","nsimbo.dc","katavi","itenka-nsimbo.dc-katavi","acceptWDR0"
"1526","sentaunyenya","madiru","sentaunyenya-madiru-mpimbwe.dc","madiru-mpimbwe.dc-katavi","mpimbwe.dc","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc-katavi","acceptWDR2"
"1527","sentaunyenya","majimoto","sentaunyenya-majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi","mpimbwe.dc","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc-katavi","acceptWDR0"
"1528","serengeti","nyatwali","serengeti-nyatwali-bunda.tc","nyatwali-bunda.tc-mara","bunda.tc","nyasura","bunda.tc","mara","nyasura-bunda.tc-mara","acceptWDR2"
"1529","sesele","nyakabindi","sesele-nyakabindi-bariadi.dc","nyakabindi-bariadi.dc-simiyu","bariadi.dc","nyakabindi","bariadi.tc","simiyu","nyakabindi-bariadi.tc-simiyu","acceptWDR1"
"1530","seutanyera","majimoto","seutanyera-majimoto-mpimbwe.dc","majimoto-mpimbwe.dc-katavi","mpimbwe.dc","majimoto","mpimbwe.dc","katavi","majimoto-mpimbwe.dc-katavi","acceptWDR0"
"1531","shashiri","ngudu","shashiri-ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","kwimba.dc","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc-mwanza","acceptWDR0"
"1532","shaurimoyo","mtanila","shaurimoyo-mtanila-chunya.dc","mtanila-chunya.dc-mbeya","chunya.dc","mtanila","chunya.dc","mbeya","mtanila-chunya.dc-mbeya","acceptWDR0"
"1533","shemanangombe","lalago","shemanangombe-lalago-maswa.dc","lalago-maswa.dc-simiyu","maswa.dc","lalago","maswa.dc","simiyu","lalago-maswa.dc-simiyu","acceptWDR0"
"1534","shibuji","fukalo","shibuji-fukalo-kwimba.dc","fukalo-kwimba.dc-mwanza","kwimba.dc","fukalo","kwimba.dc","mwanza","fukalo-kwimba.dc-mwanza","acceptWDR0"
"1535","shilalo","shilalo","shilalo-shilalo-misungwi.dc","shilalo-misungwi.dc-mwanza","misungwi.dc","shilalo","misungwi.dc","mwanza","shilalo-misungwi.dc-mwanza","acceptWDR0"
"1536","shilanona","ngudu","shilanona-ngudu-kwimba.dc","ngudu-kwimba.dc-mwanza","kwimba.dc","ngudu","kwimba.dc","mwanza","ngudu-kwimba.dc-mwanza","acceptWDR0"
"1537","shilanona","wala","shilanona-wala-kwimba.dc","wala-kwimba.dc-mwanza","kwimba.dc","walla","kwimba.dc","mwanza","walla-kwimba.dc-mwanza","acceptWDR2"
"1538","shinyanga","mamba","shinyanga-mamba-chunya.dc","mamba-chunya.dc-mbeya","chunya.dc","mamba","chunya.dc","mbeya","mamba-chunya.dc-mbeya","acceptWDR0"
"1539","shinyanga.kwetu.kiswago","sofi","shinyanga.kwetu.kiswago-sofi-malinyi.dc","sofi-malinyi.dc-morogoro","malinyi.dc","sofi","malinyi.dc","morogoro","sofi-malinyi.dc-morogoro","acceptWDR0"
"1540","shinyanga.mwenge","dakama","shinyanga.mwenge-dakama-maswa.dc","dakama-maswa.dc-simiyu","maswa.dc","dakama","maswa.dc","simiyu","dakama-maswa.dc-simiyu","acceptWDR0"
