"fid (see mrktc_generalinfo)","Unique Row ID (see mrktc_generalinfo)","Unique Row ID","Market no","Name of market","Ward","District","Type of market (see mrktc_lkpmrkt_type)","Unique Row Identifier (UUID)"
"1148868","1","1","1","Mwasamba","Rutubiga","Busega","1","3bf7232a-dc0e-11ec-9416-9440c9ab47f0"
"1148869","1","1","1","Mwasamba","Rutubiga","Busega","1","37b3f2b0-dc0e-11ec-9416-9440c9ab47f0"
"1148870","1","1","1","Mwasamba","Rutubiga","Busega","1","37a17c2d-dc0e-11ec-9416-9440c9ab47f0"
"1148871","1","1","1","Kidinda","Kidinda","Bariadi tc","1","407df447-dc0e-11ec-9416-9440c9ab47f0"
"1148873","1","1","1","Kidinda","Kidinda","Bariadi tc","1","3dfed16f-dc0e-11ec-9416-9440c9ab47f0"
"1148876","1","1","1","Mwasamba","Lamadi","Busega","1","3c0fca42-dc0e-11ec-9416-9440c9ab47f0"
"1148876","1","2","2","Kidinda","Bariadi","Bariadi","1","3c0fe462-dc0e-11ec-9416-9440c9ab47f0"
"1148876","1","3","3","Nasa","Nyashimo","Busega","1","3c0ffcf5-dc0e-11ec-9416-9440c9ab47f0"
"1148878","1","1","1","Kidinda","Bariadi","Bariadi","1","44d918aa-dc0e-11ec-9416-9440c9ab47f0"
"1148880","1","1","1","Kidinda","Bariadi","Bariadi","1","3e195f91-dc0e-11ec-9416-9440c9ab47f0"
"1148881","1","1","1","Kidinda","Bariadi","Bariadi","1","3e409386-dc0e-11ec-9416-9440c9ab47f0"
"1148881","1","2","2","Laini","Laini","Itilima","1","3e40ac3d-dc0e-11ec-9416-9440c9ab47f0"
"1148882","1","1","1","Kidinda","Bariadi","Bariadi","1","42fe0b0b-dc0e-11ec-9416-9440c9ab47f0"
"1148884","1","1","1","Nkololo","Nkololo","Bariadi","1","406676e5-dc0e-11ec-9416-9440c9ab47f0"
"1148884","1","2","2","Kidinda","Bariadi","Bariadi","1","406692a8-dc0e-11ec-9416-9440c9ab47f0"
"1148885","1","1","1","Kidinda","Dutwa","Bariadi","1","47f8febe-dc0e-11ec-9416-9440c9ab47f0"
"1148886","1","1","1","Mwasamba","Lamadi","Busega","1","47268654-dc0e-11ec-9416-9440c9ab47f0"
"1148887","1","1","1","Kidinda","Bariadi","Bariadi","1","37871d87-dc0e-11ec-9416-9440c9ab47f0"
"1148888","1","1","1","Mwasamba","Lamadi","Busega","1","40f8f8c1-dc0e-11ec-9416-9440c9ab47f0"
"1148888","1","2","2","Kidinda","Bariadi","Bariadi","1","40f91348-dc0e-11ec-9416-9440c9ab47f0"
"1148888","1","3","3","Nasa","Nyashimo","Busega","1","40f9271f-dc0e-11ec-9416-9440c9ab47f0"
"1148889","1","1","1","Nasa","Nyashimo","Busega","1","367e2b04-dc0e-11ec-9416-9440c9ab47f0"
"1148889","1","2","2","Kidinda","Bariadi","Bariadi","1","367e3aa3-dc0e-11ec-9416-9440c9ab47f0"
"1148890","1","1","1","Kidinda","Bariadi","Bariadi","1","4624be29-dc0e-11ec-9416-9440c9ab47f0"
"1148890","1","2","2","Mwasamba","Lamadi","Busega","1","4624ce28-dc0e-11ec-9416-9440c9ab47f0"
"1148891","1","1","1","Mwasamba","Lamadi","Busega","1","44ac3f0e-dc0e-11ec-9416-9440c9ab47f0"
"1148891","1","2","2","Kidinda","Bariadi","Bariadi","1","44ac59e2-dc0e-11ec-9416-9440c9ab47f0"
"1148892","1","1","1","Nkololo","Nkololo","Bariadi","1","46079e0d-dc0e-11ec-9416-9440c9ab47f0"
"1148893","1","1","1","Mwasamba","Lamadi","Busega","1","3758526b-dc0e-11ec-9416-9440c9ab47f0"
"1148893","1","2","2","Kidinda","Bariadi","Bariadi","1","37586704-dc0e-11ec-9416-9440c9ab47f0"
"1148893","1","3","3","Nkololo","Nkololo","Bariadi","1","37587912-dc0e-11ec-9416-9440c9ab47f0"
"1148894","1","1","1","Kidinda","Bariadi","Bariadi","1","418cb3cb-dc0e-11ec-9416-9440c9ab47f0"
"1148894","1","2","2","Nkololo","Nkololo","Bariadi","1","418cc4b6-dc0e-11ec-9416-9440c9ab47f0"
"1148895","1","1","1","Mwasamba","Lamadi","Busega","1","41d35463-dc0e-11ec-9416-9440c9ab47f0"
"1148896","1","1","1","Kidinda","Bariadi","Bariadi","1","36b4c11a-dc0e-11ec-9416-9440c9ab47f0"
"1150165","1","1","1","Bungulwa","Bungulwa","Kwimba","1","99576d4a-dc14-11ec-9416-9440c9ab47f0"
"1150165","1","2","2","Nyashimo","Nyashimo","Busega","1","99577ead-dc14-11ec-9416-9440c9ab47f0"
"1150165","1","3","3","Kabila","Kabila","Magu","1","99578eb8-dc14-11ec-9416-9440c9ab47f0"
"1150165","1","4","4","Maligisu","Maligisu","Kwimba","1","99579ebe-dc14-11ec-9416-9440c9ab47f0"
"1150165","1","5","5","Misasi","Misasi","Misungwi","1","9957aec6-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","a0c7ac14-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","2","2","Kabila","Kabila","Magu","1","a0c7bf08-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","3","3","Misasi","Misasi","Misungwi","1","a0c7d060-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","4","4","Bungulwa","Bungulwa","Kwimba","1","a0c7df8d-dc14-11ec-9416-9440c9ab47f0"
"1150166","1","5","5","Oldshinyanga","Oldshinyanga","Shinyanga DC","1","a0c7f021-dc14-11ec-9416-9440c9ab47f0"
"1150167","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","94755c09-dc14-11ec-9416-9440c9ab47f0"
"1150167","1","2","2","Malampaka","Malampaka","Maswa","1","94756e75-dc14-11ec-9416-9440c9ab47f0"
"1150169","1","1","1","Malya","Malya","Kwimba","1","9fb36835-dc14-11ec-9416-9440c9ab47f0"
"1150169","1","2","2","Maligisu","Maligisu","Kwimba","1","9fb37e9a-dc14-11ec-9416-9440c9ab47f0"
"1150169","1","3","3","Malampaka","Malampaka","Maswa","1","9fb390f9-dc14-11ec-9416-9440c9ab47f0"
"1150169","1","4","4","Bungulwa","Bungulwa","Kwimba","1","9fb3a09c-dc14-11ec-9416-9440c9ab47f0"
"1150170","1","1","1","Bungulwa","Bungulwa","Kwimba","1","94a364d8-dc14-11ec-9416-9440c9ab47f0"
"1150170","1","2","2","Maligisu","Maligisu","Kwimba","1","94a38210-dc14-11ec-9416-9440c9ab47f0"
"1150172","1","1","1","Bungulwa","Bungulwa","Kwimba","1","9c8969a9-dc14-11ec-9416-9440c9ab47f0"
"1150173","1","1","1","Ngudu","Ngudu","Kwimba","1","9fed08fb-dc14-11ec-9416-9440c9ab47f0"
"1150173","1","2","2","Bungulwa","Bungulwa","Kwimba","1","9fed40c1-dc14-11ec-9416-9440c9ab47f0"
"1150175","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","95b2cc15-dc14-11ec-9416-9440c9ab47f0"
"1150175","1","2","2","Bungulwa","Bungulwa","Kwimba","1","95b2e877-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","94aa438e-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","2","2","Bungulwa","Bungulwa","Kwimba","1","94aa54c5-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","3","3","Maswa","Nyalikungu","Maswa","1","94aa6439-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","4","4","Mhunze","Kishapu","Kishapu","2","94aa75a9-dc14-11ec-9416-9440c9ab47f0"
"1150176","1","5","5","Misasi","Misasi","Misungwi","1","94aa8c03-dc14-11ec-9416-9440c9ab47f0"
"1150178","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","94f79e1e-dc14-11ec-9416-9440c9ab47f0"
"1150179","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","926b6683-dc14-11ec-9416-9440c9ab47f0"
"1150179","1","2","2","Misasi","Misasi","Misungwi","1","926b783b-dc14-11ec-9416-9440c9ab47f0"
"1150181","1","1","1","Maligisu","Maligisu","Kwimba","1","9ecd2d21-dc14-11ec-9416-9440c9ab47f0"
"1150181","1","2","2","Bungulwa","Bungulwa","Kwimba","1","9ecd42e0-dc14-11ec-9416-9440c9ab47f0"
"1150181","1","3","3","Hunghumalwa","Hunghumalwa","Kwimba","1","9ecd57b8-dc14-11ec-9416-9440c9ab47f0"
"1150183","1","1","1","Bungulwa","Bungulwa","Kwimba","","9d5ed010-dc14-11ec-9416-9440c9ab47f0"
"1150184","1","1","1","Misasi","Misasi","Misungwi","1","9a546402-dc14-11ec-9416-9440c9ab47f0"
"1150184","1","2","2","Maliy","Maligisu","Kwimba","1","9a5473cf-dc14-11ec-9416-9440c9ab47f0"
"1150185","1","1","1","Hunghumalwa","Hunghumalwa","Kwimba","1","949eea6d-dc14-11ec-9416-9440c9ab47f0"
"1150186","1","1","1","Senani","Senani","Maswa","1","9850b3ca-dc14-11ec-9416-9440c9ab47f0"
"1150186","1","2","2","Nkwimba","Nkwimba","Nkwimba","1","9850c83f-dc14-11ec-9416-9440c9ab47f0"
"1150186","1","3","3","Mwamlapa","Mwamlapa","Itilima","1","9850dcd8-dc14-11ec-9416-9440c9ab47f0"
"1150188","1","1","1","Ibologela","Ibologela","Nzega","1","a09d82f5-dc14-11ec-9416-9440c9ab47f0"
"1150188","1","2","2","Kabila","Kabila","Magu","1","a09d952d-dc14-11ec-9416-9440c9ab47f0"
"1150189","1","1","1","Bungulwa","Bungulwa","Nkwimba","1","9c138102-dc14-11ec-9416-9440c9ab47f0"
"1150190","1","1","1","Ngh`undi","Ngh`undi","Nkwimba","1","934ec280-dc14-11ec-9416-9440c9ab47f0"
"1150190","1","2","2","Bungulwa","Bungulwa","Nkwimba","1","934ed604-dc14-11ec-9416-9440c9ab47f0"
"1150191","1","1","1","Bungulwa","Bungulwa","Nkwimba","1","9142314e-dc14-11ec-9416-9440c9ab47f0"
"1150193","1","1","1","Bulungwa","Bulungwa","Nkwimbai","1","9c25fb0c-dc14-11ec-9416-9440c9ab47f0"
"1150194","1","1","1","Bungumalwa","Bungumalwa","Nkwimba","1","9707e9ca-dc14-11ec-9416-9440c9ab47f0"
"1150194","1","2","2","Misasi","Misasi","Misungwi","1","9707fb72-dc14-11ec-9416-9440c9ab47f0"
"1150198","1","1","1","Maswa","Nyalikungungu","Maswa","1","94c1450d-dc14-11ec-9416-9440c9ab47f0"
"1150198","1","2","2","Malampka","Malampka","Maswa","1","94c1595d-dc14-11ec-9416-9440c9ab47f0"
"1150199","1","1","1","Maswa","Maswa","Maswa","1","a10ee65f-dc14-11ec-9416-9440c9ab47f0"
"1150199","1","2","2","Malampka","Malampka","Maswa","1","a10ef7d0-dc14-11ec-9416-9440c9ab47f0"
"1150200","1","1","1","Malampka","Malampka","Maswa","","955e2bae-dc14-11ec-9416-9440c9ab47f0"
"1150201","1","1","1","Malampka","Malampka","Maswa","1","9c6a1036-dc14-11ec-9416-9440c9ab47f0"
"1150202","1","1","1","Bungulwa","Bungulwa","Kwimba","1","9a8b248f-dc14-11ec-9416-9440c9ab47f0"
"1150202","1","2","2","Misasi","Misasi","Misungwi","1","9a8bb248-dc14-11ec-9416-9440c9ab47f0"
"1150203","1","1","1","Misasi","Misasi","Misungwi","1","957c7282-dc14-11ec-9416-9440c9ab47f0"
"1150204","1","1","1","Bungulwa","Bungulwa","Kwimba","1","9fbb6fdd-dc14-11ec-9416-9440c9ab47f0"
"1150207","1","1","1","Malampka","Malampka","Kwimba","1","9163d17f-dc14-11ec-9416-9440c9ab47f0"
"1150209","1","1","1","Bungulwa","Bungulwa","Kwimba","1","a04e074e-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","1","1","Hungumalwa","Hungumalwa","Kwimba","1","9b28aa85-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","2","2","Misasi","Misasi","Misungwi","1","9b28bd32-dc14-11ec-9416-9440c9ab47f0"
"1150210","1","3","3","Ngudu","Ngudu","Kwimba","1","9b28cddc-dc14-11ec-9416-9440c9ab47f0"
"1150211","1","1","1","Malya","Malya","Kwimba","1","923f89c8-dc14-11ec-9416-9440c9ab47f0"
"1150212","1","1","1","Misasi","Misasi","Misungwi","1","9b07a426-dc14-11ec-9416-9440c9ab47f0"
"1150218","1","1","1","Kabila","Kabila","Magu","1","92439e90-dc14-11ec-9416-9440c9ab47f0"
"1150218","1","2","2","Maligisu","Maligisu","Kwimba","1","9243afa4-dc14-11ec-9416-9440c9ab47f0"
"1150218","1","3","3","Bungulwa","Bungulwa","Kwimba","1","9243c045-dc14-11ec-9416-9440c9ab47f0"
"1150219","1","1","1","Misasi","Misasi","Misungwi","1","92623b5d-dc14-11ec-9416-9440c9ab47f0"
"1150219","1","2","2","Hungumalwa","Hungumalwa","Kwimba","1","92624b50-dc14-11ec-9416-9440c9ab47f0"
"1150222","1","1","1","Misasi","Misasi","Misungwi","1","9f67804f-dc14-11ec-9416-9440c9ab47f0"
"1150222","1","2","2","Bungulwa","Bungulwa","Kwimba","1","9f679199-dc14-11ec-9416-9440c9ab47f0"
"1150223","1","1","1","Misasi","Misasi","Misungwi","1","9d6fa78f-dc14-11ec-9416-9440c9ab47f0"
"1150224","1","1","1","Maligisu","Maligisu","Kwimba","1","9d0db1fb-dc14-11ec-9416-9440c9ab47f0"
"1150225","1","1","1","Misasi","Misasi","Misungwi","1","93d910d4-dc14-11ec-9416-9440c9ab47f0"
"1150225","1","2","2","Bungulwa","Bungulwa","Kwimba","1","93d9299f-dc14-11ec-9416-9440c9ab47f0"
"1150225","1","3","3","Nh`ungumalwa","Nh`ungumalwa","Kwimba","1","93d97d76-dc14-11ec-9416-9440c9ab47f0"
"1150226","1","1","1","Bungulwa","Bungulwa","Kwimba","1","9aceb065-dc14-11ec-9416-9440c9ab47f0"
"1150226","1","2","2","Misasi","Misasi","Misungwi","1","9aced02f-dc14-11ec-9416-9440c9ab47f0"
"1150227","1","1","1","Bungulwa","Bungulwa","Kwimba","1","93ba48eb-dc14-11ec-9416-9440c9ab47f0"
"1150227","1","2","2","Misasi","Misasi","Misungwi","1","93ba6281-dc14-11ec-9416-9440c9ab47f0"
"1150228","1","1","1","Nh`ungumalwa","Nhundi","Kwimba","1","93ef58cd-dc14-11ec-9416-9440c9ab47f0"
"1150229","1","1","1","Nh`ungumalwa","Nhundi","Kwimba","1","9817b425-dc14-11ec-9416-9440c9ab47f0"
"1150230","1","1","1","Bungulwa","Bungulwa","Kwimba","1","9da83962-dc14-11ec-9416-9440c9ab47f0"
"1150231","1","1","1","Nh`ungumalwa","Nhundi","Kwimba","1","9d80098a-dc14-11ec-9416-9440c9ab47f0"
"1150232","1","1","1","Bungulwa","Bungulwa","Kwimba","1","98c6559f-dc14-11ec-9416-9440c9ab47f0"
"1150232","1","2","2","Maligisu","Maligisu","Kwimba","1","98c668dd-dc14-11ec-9416-9440c9ab47f0"
"1150232","1","3","3","Malya","Malya","Kwimba","1","98c678c4-dc14-11ec-9416-9440c9ab47f0"
"1150233","1","1","1","Bungulwa","Bungulwa","Kwimba","1","965a42fb-dc14-11ec-9416-9440c9ab47f0"
"1150233","1","2","2","Nh`ungumalwa","Nh`ungumalwa","Kwimba","1","965a52ca-dc14-11ec-9416-9440c9ab47f0"
"1150234","1","1","1","Nh`ungumalwa","Nhundi","Kwimba","1","99cdb2ec-dc14-11ec-9416-9440c9ab47f0"
"1150235","1","1","1","Nh`ungumalwa","Nhundi","Kwimba","1","927e6a10-dc14-11ec-9416-9440c9ab47f0"
"1150496","1","1","1","Nkhome","Ibugule","Bahi","1","69946b80-dc08-11ec-9416-9440c9ab47f0"
"1150497","1","1","1","Huzi","Huzi","Chamwino","1","7309f341-dc08-11ec-9416-9440c9ab47f0"
"1150497","1","2","2","Mpwayungu","Mpwayungu","Chamwino","1","730a0454-dc08-11ec-9416-9440c9ab47f0"
"1150497","1","3","3","Mpunguzi","Mpunguzi","Dodoma mjini","1","730a143f-dc08-11ec-9416-9440c9ab47f0"
"1150497","1","4","4","Nkhome","Ibugule","Bahi","1","730a24fe-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","1","1","Haneti","Haneti","Chamwino","1","79b56d47-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","2","2","Mlowa","Mlowa","Chamwino","1","79b58027-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","3","3","Mpwayungu","Mpwayungu","Chamwino","1","79b591c7-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","4","4","Nkhome","Ibugule","Bahi","1","79b5a2ad-dc08-11ec-9416-9440c9ab47f0"
"1150498","1","5","5","Iringa Mvumi","Mvumi","Chamwino","1","79b5b450-dc08-11ec-9416-9440c9ab47f0"
"1150500","1","1","1","Huzi","Huzi","Chamwino","1","6e815a60-dc08-11ec-9416-9440c9ab47f0"
"1150500","1","2","2","Nkhome","Ibugule","Bahi","1","6e8176f0-dc08-11ec-9416-9440c9ab47f0"
"1150501","1","1","1","Nkhome","Ibugule","Bahi","1","74094605-dc08-11ec-9416-9440c9ab47f0"
"1150501","1","2","2","Bahi","Bahi","Bahi","1","74095967-dc08-11ec-9416-9440c9ab47f0"
"1150501","1","3","3","Mpunguzi","Mpunguzi","Dodoma mjini","1","740969f2-dc08-11ec-9416-9440c9ab47f0"
"1150501","1","4","4","Kongogo","Babayu","Bahi","1","74098683-dc08-11ec-9416-9440c9ab47f0"
"1150501","1","5","5","Lamaiti","Lamaiti","Bahi","1","74099b6b-dc08-11ec-9416-9440c9ab47f0"
"1150528","1","1","1","Nondwa","Nondwa","Bahi","1","757570d3-dc08-11ec-9416-9440c9ab47f0"
"1150528","1","2","2","Nchinila","Mtitaa","Bahi","1","75758124-dc08-11ec-9416-9440c9ab47f0"
"1150528","1","3","3","Kigwe","Kigwe","Bahi","1","75759040-dc08-11ec-9416-9440c9ab47f0"
"1150529","1","1","1","Nondwa","Nondwa","Bahi","1","771d26b3-dc08-11ec-9416-9440c9ab47f0"
"1150529","1","2","2","NKhome","Ibugule","Bahi","1","771d35c8-dc08-11ec-9416-9440c9ab47f0"
"1150529","1","3","3","Chifututuka","Chifutuka","Bahi","1","771d4470-dc08-11ec-9416-9440c9ab47f0"
"1150529","1","4","4","Sanza","Manyoni","Manyoni","1","771d5496-dc08-11ec-9416-9440c9ab47f0"
"1150530","1","1","1","Nondwa","Nondwa ","Bahi","1","6a8ca1b6-dc08-11ec-9416-9440c9ab47f0"
"1150530","1","2","2","Chifutuka","Chifutuka","Bahi","1","6a8cb3f7-dc08-11ec-9416-9440c9ab47f0"
"1150530","1","3","3","NKhome","Ibugule","Bahi","1","6a8cc4ff-dc08-11ec-9416-9440c9ab47f0"
"1150530","1","4","4","Manda","Mtera","Chamwino","1","6a8cd6a5-dc08-11ec-9416-9440c9ab47f0"
"1150530","1","5","5","NKhuzi","Nkhuzi","Chamwino","1","6a8ce8b5-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","1","1","Khome","Ibugule","Bahi","1","732c336b-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","2","2","Nchinila","Mtitaa","Bahi","1","732c423b-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","3","3","Chipanga","Chipanga","Bahi","1","732c507d-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","4","4","Sanza","Manyoni","Manyoni","1","732c60d6-dc08-11ec-9416-9440c9ab47f0"
"1150531","1","5","5","Chifutuka","Chifutuka","Bahi","1","732c705d-dc08-11ec-9416-9440c9ab47f0"
"1150532","1","1","1","Nondwa","Nondwa","Bahi","1","6e4d51d8-dc08-11ec-9416-9440c9ab47f0"
"1150532","1","2","2","Nchinila","Mtitaa ","Bahi","1","6e4d64f7-dc08-11ec-9416-9440c9ab47f0"
"1150532","1","3","3","NKhome","Ibugule","Bahi","1","6e4d73e1-dc08-11ec-9416-9440c9ab47f0"
"1150533","1","1","1","Nchinila","Mtitaa","Bahi","1","71a50f81-dc08-11ec-9416-9440c9ab47f0"
"1150533","1","2","2","Nondwa","Nondwa","Bahi ","1","71a51f7a-dc08-11ec-9416-9440c9ab47f0"
"1150533","1","3","3","NKhome","Ibugule","Bahi","1","71a53068-dc08-11ec-9416-9440c9ab47f0"
"1150534","1","1","1","Chipanga","Chipanga ","Bahi ","1","73ed971f-dc08-11ec-9416-9440c9ab47f0"
"1150534","1","2","2","Nkhome","Ibugule","Bahi","1","73edaa7d-dc08-11ec-9416-9440c9ab47f0"
"1150534","1","3","3","Sanza","Manyoni","Manyoni","1","73edbb20-dc08-11ec-9416-9440c9ab47f0"
"1150534","1","4","4","Kigwe","Kigwe","Bahi","1","73edcbe2-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","1","1","Kigwe","Kigwe","Bahi","1","739d437c-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","2","2","Nondwa","Nondwa","Nondwa","1","739d5649-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","3","3","Nkhome","Ibugule","Bahi","1","739d7529-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","4","4","Sanza","Manyoni","Manyoni","1","739d892b-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","5","5","NKhuzi","Nkhuzi","Bahi","1","739d9b95-dc08-11ec-9416-9440c9ab47f0"
"1150535","1","6","6","Kongogo","Babayu","Bahi","1","739dad61-dc08-11ec-9416-9440c9ab47f0"
"1150536","1","1","1","Nondwa","Nondwa","Bahi","1","743c02ea-dc08-11ec-9416-9440c9ab47f0"
"1150536","1","2","2","NKhome","Ibugule","Bahi","1","743c165a-dc08-11ec-9416-9440c9ab47f0"
"1150536","1","3","3","Nchinila","Mtitaa","Bahi","1","743c26ed-dc08-11ec-9416-9440c9ab47f0"
"1150559","1","1","1","Sanza","","Manyoni ","1","63a9fc3b-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","1","1","Chipogolo","Mpwapwa","Mpwapwa","1","64d0ef61-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","2","2","Haneti","Haneti ","Chemba","1","64d10234-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","3","3","Huzi","Huzi ","Bahi","1","64d11a15-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","4","4","Kigwe ","Kigwe ","Bahi ","1","64d12f81-dc08-11ec-9416-9440c9ab47f0"
"1150560","1","5","5","Kintiku ","Kintiku ","Manyoni ","1","64d143c1-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","1","1","Nkome","Nkhome ","Bahi","1","6caa1822-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","2","2","Sanza","Sanza ","Manyoni","1","6caa31c8-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","3","3","Kigwe ","Kigwe ","Bahi","1","6caa4c7f-dc08-11ec-9416-9440c9ab47f0"
"1150561","1","4","4","Huzi ","Huzi ","Bahi","1","6caa6451-dc08-11ec-9416-9440c9ab47f0"
"1150563","1","1","1","Sanza","Sanza ","Manyoni ","1","721e3789-dc08-11ec-9416-9440c9ab47f0"
"1150563","1","2","2","Nkhome","Nkhome "," Bahi ","1","721e53ac-dc08-11ec-9416-9440c9ab47f0"
"1150715","1","1","1","Usevya","Usevya","Mpimbwe","1","700fcffe-dc08-11ec-9416-9440c9ab47f0"
"1150716","1","1","1","Ntalamila","Kate","","1","71fb9606-dc08-11ec-9416-9440c9ab47f0"
"1150719","1","1","1","Inyonga","Inyonga","Mlele","1","658f4f57-dc08-11ec-9416-9440c9ab47f0"
"1150720","1","1","1","Muze","Muze","Sumbawanga","","64c127ec-dc08-11ec-9416-9440c9ab47f0"
"1150721","1","1","1","Namanyere","Namanyere","Nkasi","1","759c08f1-dc08-11ec-9416-9440c9ab47f0"
"1150723","1","1","1","Muze","Muze","Sumbawanga","1","63b9d341-dc08-11ec-9416-9440c9ab47f0"
"1150724","1","1","1","Usevya","Usevya","Mpimbwe","1","7086c132-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","1","1","Ntalamila","Ntalamila","Nkasi","1","6375676d-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","2","2","Muze","Muze","Sumbawanga","1","63758547-dc08-11ec-9416-9440c9ab47f0"
"1151108","1","3","3","Mkowe","Mkowe","Kalambo","1","63759ae5-dc08-11ec-9416-9440c9ab47f0"
"1151111","1","1","1","Usevya","Usevya","Mpimbwe","1","70c575f8-dc08-11ec-9416-9440c9ab47f0"
"1151177","1","1","1","Chifutuka","Chifutuka","Bahi","1","20fab88a-dc16-11ec-9416-9440c9ab47f0"
"1151178","1","1","1","Fufu","Chamwino","Chamwino","","280a9eed-dc16-11ec-9416-9440c9ab47f0"
"1151178","1","2","2","Chipogolo","Chipogolo","Mpwapwa","1","280ab675-dc16-11ec-9416-9440c9ab47f0"
"1151178","1","3","3","Manda","","Chamwino","1","280ac9e4-dc16-11ec-9416-9440c9ab47f0"
"1151180","1","1","1","Sanza","Sanza","Manyoni","1","23e6e2a0-dc16-11ec-9416-9440c9ab47f0"
"1151180","1","2","2","Nkhome","Ibugule","Bahi","1","23e6fb0f-dc16-11ec-9416-9440c9ab47f0"
"1151180","1","3","3","Chali","","Bahi","1","23e70ee2-dc16-11ec-9416-9440c9ab47f0"
"1151181","1","1","1","Nkhome","Ibugule","Bahi","1","22c19372-dc16-11ec-9416-9440c9ab47f0"
"1151181","1","2","2","Chipanga","Chipanga","Bahi","1","22c1a73e-dc16-11ec-9416-9440c9ab47f0"
"1151182","1","1","1","Nkhome","Ibugule","Bahi","1","299575e9-dc16-11ec-9416-9440c9ab47f0"
"1151640","1","1","1","Maligisu","Maligisu","Kwimba","1","a0d3e0e0-dc14-11ec-9416-9440c9ab47f0"
"1151640","1","2","2","Kidinda","Bariadi","Bariadi","1","a0d3f3cf-dc14-11ec-9416-9440c9ab47f0"
"1151642","1","1","1","Maligisu","Maligisu","Kwimba","1","971b2e00-dc14-11ec-9416-9440c9ab47f0"
"1151642","1","2","2","Bungulwa","Bungulwa","Kwimba","1","971b4690-dc14-11ec-9416-9440c9ab47f0"
"1151643","1","1","1","Maligisu","Maligisu","Kwimba","1","930d54ca-dc14-11ec-9416-9440c9ab47f0"
"1151644","1","1","1","Dutwa","Dutwa","Bariadi","1","a0d9ef35-dc14-11ec-9416-9440c9ab47f0"
"1151644","1","2","2","Mwasamba","Lamadi","Busega","1","a0da12d4-dc14-11ec-9416-9440c9ab47f0"
"1151644","1","3","3","Maligisu","Maligisu","Kwimba","1","a0da3056-dc14-11ec-9416-9440c9ab47f0"
"1151645","1","1","1","Mwasamba","Lamadi","Busega","1","922c6d77-dc14-11ec-9416-9440c9ab47f0"
"1151645","1","2","2","Nasa","Nyashimo","Busega","1","922c866e-dc14-11ec-9416-9440c9ab47f0"
"1151645","1","3","3","Mahaha","Mahaha","Magu","1","922c9c4a-dc14-11ec-9416-9440c9ab47f0"
"1151646","1","1","1","Mahaha","Mahaha","Magu","1","969d94dd-dc14-11ec-9416-9440c9ab47f0"
"1151647","1","1","1","Mahaha","Mahaha","Magu","1","968bdb7a-dc14-11ec-9416-9440c9ab47f0"
"1151647","1","2","2","Kidinda","Bariadi","Bariadi","1","968bea9a-dc14-11ec-9416-9440c9ab47f0"
"1151648","1","1","1","Mahaha","Mahaha","Magu","1","a0cc25e1-dc14-11ec-9416-9440c9ab47f0"
"1151648","1","2","2","Maligisu","Maligisu","Kwimba","1","a0cc41af-dc14-11ec-9416-9440c9ab47f0"
"1151648","1","3","3","Nasa","Nyashimo","Busega","1","a0cc5dfe-dc14-11ec-9416-9440c9ab47f0"
"1151650","1","1","1","Mahaha","Mahaha","Magu","1","90d53372-dc14-11ec-9416-9440c9ab47f0"
