"fid (see mrktc_generalinfo)","Unique Row ID (see mrktc_generalinfo)","Unique Row ID","Market no","Name of market","Ward","District","Type of market (see mrktc_lkpmrkt_type)","Unique Row Identifier (UUID)"
"1217287","1","1","1","Nuu","Nuu","Mwingi central","1","a7d15899-48de-11ed-924d-040300000000"
"1217287","1","2","2","Ukasi","Nguni","Mwingi central","1","a7d17088-48de-11ed-924d-040300000000"
"1217288","1","1","1","Ngomeni","Ngomeni","Mwingi north","1","be88bc5b-48de-11ed-924d-040300000000"
"1217288","1","2","2","Nguni","Nguni","Mwingi central","1","be88c575-48de-11ed-924d-040300000000"
"1217288","1","3","3","Ukasi","Nguni","Mwingi central","1","be88ce02-48de-11ed-924d-040300000000"
"1217291","1","1","1","Ngomeni","Ngomeni","Mwing north","1","9b104cc7-48de-11ed-924d-040300000000"
"1217292","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","adc6a807-48de-11ed-924d-040300000000"
"1217292","1","2","2","Nuu","Nuu","Mwingi central","1","adc6b200-48de-11ed-924d-040300000000"
"1217292","1","3","3","Kamuwongo","Kyuso","Mwingi north","1","adc6bc34-48de-11ed-924d-040300000000"
"1217293","1","1","1","Nuu","Nuu","Mwingi  central","1","a30650cb-48de-11ed-924d-040300000000"
"1217874","1","1","1","Suba Kuria","Tagare","Kuria West","3","dd420bb0-49a7-11ed-924d-040300000000"
"1217874","1","2","2","Kehancha","Bukira East","Kuria West","2","dd42179b-49a7-11ed-924d-040300000000"
"1217874","1","3","3","Ogwedhi","Kwa","Suna East","2","dd4225a4-49a7-11ed-924d-040300000000"
"1217875","1","1","1","Gwitembe","Ntimaru West","Kuria East","1","de749440-49a7-11ed-924d-040300000000"
"1217875","1","2","2","Kehancha","Bukira East","Kuria West","2","de749cf7-49a7-11ed-924d-040300000000"
"1217886","1","1","1","Kehancha","Bukira east","Kuria west","2","f2916424-49a7-11ed-924d-040300000000"
"1217886","1","2","2","Gwitembe","Ntimaru west","Kuria East","1","f29173b0-49a7-11ed-924d-040300000000"
"1217889","1","1","1","Guitembe","Ntimaru west","Kuria west","1","f3afbc44-49a7-11ed-924d-040300000000"
"1217889","1","2","2","Lolgorian","Kilgoris","Kilgoris","3","f3afc938-49a7-11ed-924d-040300000000"
"1217891","1","1","1","Guitembe","Ntimaru West","Kuria East","1","e229fb63-49a7-11ed-924d-040300000000"
"1217891","1","2","2","Lolgorian","Logorian","Lolgorian","3","e22a0b2c-49a7-11ed-924d-040300000000"
"1217893","1","1","1","Guitembe","Ntimaru east","Kuria","1","f45b9997-49a7-11ed-924d-040300000000"
"1217893","1","2","2","Lolgorian","Lolgorian","Kilgoris","3","f45ba3c3-49a7-11ed-924d-040300000000"
"1217894","1","1","1","Lolgorian","Lolgorian","Kilgoris","3","f6df2972-49a7-11ed-924d-040300000000"
"1217894","1","2","2","Guitembe","Ntimaru East","Kuria East","1","f6df349a-49a7-11ed-924d-040300000000"
"1217894","1","3","3","Ogwedhi","Kwa","Suna East","2","f6df3eef-49a7-11ed-924d-040300000000"
"1217896","1","1","1","Oloirimirimi","Matapato South","Kajiado central","1","f1f81b29-49a7-11ed-924d-040300000000"
"1217896","1","2","2","Bissil","Matapato South","Kajiado central","2","f1f82a4f-49a7-11ed-924d-040300000000"
"1217897","1","1","1","Bissil ","Matapato North","Kajiado central","2","d8c249c6-49a7-11ed-924d-040300000000"
"1217898","1","1","1","Bissil","Matapato North","Kajiado central","2","e7dd8567-49a7-11ed-924d-040300000000"
"1217899","1","1","1","Bissil","Matapato North","Kajiado central","2","f5dd1b7a-49a7-11ed-924d-040300000000"
"1217900","1","1","1","Oloirimirimi","Matapato North","Kajiado","1","d627712e-49a7-11ed-924d-040300000000"
"1217901","1","1","1","Mairowua","Longido","Longido","2","e41a1b64-49a7-11ed-924d-040300000000"
"1217901","1","2","2","Oloirimirimi","Matapato","Kajiado central","1","e41a283b-49a7-11ed-924d-040300000000"
"1217902","1","1","1","Mairowa Tanzania","Longido Tanzania","Longido Tanzania","1","dbae17e5-49a7-11ed-924d-040300000000"
"1217902","1","2","2","Bisill","Matapato North","Kajiado central","2","dbae29db-49a7-11ed-924d-040300000000"
"1217906","1","1","1","Oloirimirimi","Matapato South","Kajiado central","1","f3dbf852-49a7-11ed-924d-040300000000"
"1217906","1","2","2","Bissil","Matapato North","Kajiado Central","2","f3dc0695-49a7-11ed-924d-040300000000"
"1217907","1","1","1","Bissil","Matapato North","Kakiado central","2","d1d9bd13-49a7-11ed-924d-040300000000"
"1217908","1","1","1","Nkare Naiborr/Tanzania","Tanzania","Tanzania","2","e07d0934-49a7-11ed-924d-040300000000"
"1217908","1","2","2","Bissil","Matapato North","Kajiado Central","2","e07d11e3-49a7-11ed-924d-040300000000"
"1217909","1","1","1","Bissil","Matapato North","Kajiado Central","2","d1936180-49a7-11ed-924d-040300000000"
"1217911","1","1","1","Bissil","Matapato north","Kajiado central","1","c409e79c-49a7-11ed-924d-040300000000"
"1217912","1","1","1","Bissil","Matapato north","Kajiado central","1","e82262f1-49a7-11ed-924d-040300000000"
"1217913","1","1","1","Bissil","Matapato North","Kajiado Central","2","d09e9066-49a7-11ed-924d-040300000000"
"1217924","1","1","1","Gwitembe","Ntimaru West","Kuria East","1","eda4baaa-49a7-11ed-924d-040300000000"
"1217924","1","2","2","Lolgorian","","Transmara","","eda4c69c-49a7-11ed-924d-040300000000"
"1217924","1","3","3","Kehancha","Bukira East","Kuria west","2","eda4d174-49a7-11ed-924d-040300000000"
"1217924","1","4","4","Tanzania markets","","","","eda4dc8e-49a7-11ed-924d-040300000000"
"1217928","1","1","1","Gwitembe","Ntimaru West","Kuria East ","1","dd10e82a-49a7-11ed-924d-040300000000"
"1217928","1","2","2","Lolgorian","","Transmara","","dd10f557-49a7-11ed-924d-040300000000"
"1217928","1","3","3","Kehancha","Bukira East","Kuria west","2","dd110057-49a7-11ed-924d-040300000000"
"1218205","1","1","1","Meto","Matapato south ","Kajiado central ","1","6bdf11e9-4a71-11ed-924d-040300000000"
"1218205","1","2","2","Bissil","Matapato north ","Kajiado central ","2","6bdf1f44-4a71-11ed-924d-040300000000"
"1218206","1","1","1","Meto","Matapato south ","Kajiado central ","1","607067f3-4a71-11ed-924d-040300000000"
"1218206","1","2","2","Oloirimirimi","Matapato south ","Kajiado central ","1","607074cd-4a71-11ed-924d-040300000000"
"1218206","1","3","3","Bissil","Matapato north ","Kajiado central ","2","60708109-4a71-11ed-924d-040300000000"
"1218207","1","1","1","Meto","Matapato south ","Kajiado central ","1","59aad5af-4a71-11ed-924d-040300000000"
"1218208","1","1","1","Meto","Matapato south ","Kajiado central ","1","6341d4a4-4a71-11ed-924d-040300000000"
"1218208","1","2","2","Oloirimirimi","Matapato south ","Kajiado central ","1","6341dff5-4a71-11ed-924d-040300000000"
"1218209","1","1","1","Meto","Matapato south ","Kajiado central ","1","6b7f4b1d-4a71-11ed-924d-040300000000"
"1218209","1","2","2","Oloirimirimi","Matapato south ","Kajiado central ","1","6b7f564d-4a71-11ed-924d-040300000000"
"1218209","1","3","3","Bissil","Matapato north ","Kajiado central ","2","6b7f5eab-4a71-11ed-924d-040300000000"
"1218210","1","1","1","Meto","Matapato south ","Kajiado central ","1","69a760d3-4a71-11ed-924d-040300000000"
"1218210","1","2","2","Oloirimirimi","Matapato south ","Kajiado central ","1","69a76de7-4a71-11ed-924d-040300000000"
"1218210","1","3","3","Bissil","Matapato north ","Kajiado central ","2","69a77dfc-4a71-11ed-924d-040300000000"
"1218211","1","1","1","Meto","Matapato south ","Kajiado central ","1","6b844179-4a71-11ed-924d-040300000000"
"1218211","1","2","2","Oloirimirimi","Matapato south ","Kajiado central ","1","6b8450c7-4a71-11ed-924d-040300000000"
"1218211","1","3","3","Bissil","Matapato north ","Kajiado central ","2","6b845ed4-4a71-11ed-924d-040300000000"
"1218212","1","1","1","Motambo","Tanzania","Tanzania","1","6657f51c-4a71-11ed-924d-040300000000"
"1218212","1","2","2","Ng`aroka","Tanzania","Tanzania","1","66580151-4a71-11ed-924d-040300000000"
"1218212","1","3","3","Mirungoi","Tanzania","Tanzania","1","66580ba6-4a71-11ed-924d-040300000000"
"1218212","1","4","4","Enkare naibor/mairowua","Tanzania","Tanzania","1","665815fa-4a71-11ed-924d-040300000000"
"1218212","1","5","5","Meto","Matapato south","Kajiado central","1","66582038-4a71-11ed-924d-040300000000"
"1218212","1","6","6","Bissil","Matapato north","Kajiado central","2","66582a6c-4a71-11ed-924d-040300000000"
"1218213","1","1","1","Bissil","Matapato north","Kajiado central","2","5da3ad7b-4a71-11ed-924d-040300000000"
"1218352","1","1","1","Oloirimirimi","Matapato South","Kajiado central","1","5de9d580-4a71-11ed-924d-040300000000"
"1218353","1","1","1","Oloirimirimi","Matapato South","Kajiado central","1","5b461960-4a71-11ed-924d-040300000000"
"1218354","1","1","1","Oloirimirimi","Matapato South","Kajiado central","1","5e9e0e50-4a71-11ed-924d-040300000000"
"1218354","1","2","2","Bissil","Matapato North","Kajiado central","2","5e9e1d47-4a71-11ed-924d-040300000000"
"1218362","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","70d666af-4a71-11ed-924d-040300000000"
"1218363","1","1","1","Borka","Tana river","Tana river","1","4c7c3ac8-4a71-11ed-924d-040300000000"
"1218363","1","2","2","Tseikuru","Tseikuru","Mwingi north","2","4c7c47ca-4a71-11ed-924d-040300000000"
"1218396","1","1","1","Tseikuru","Tseikuru","Mwingi north","1","602056c0-4a71-11ed-924d-040300000000"
"1218396","1","2","2","Garrisa","Garrissa","Garrisa","2","60206476-4a71-11ed-924d-040300000000"
"1218397","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","6a3bceb6-4a71-11ed-924d-040300000000"
"1218398","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","4cc6a56e-4a71-11ed-924d-040300000000"
"1218400","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","6e1a6153-4a71-11ed-924d-040300000000"
"1218402","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","5575a5c4-4a71-11ed-924d-040300000000"
"1218403","1","1","1","Kyamiramba","Tharaka north","Tharaka nithi","1","71f2fb54-4a71-11ed-924d-040300000000"
"1218403","1","2","2","Tseikuru","Tseikuru","Mwingi north","2","71f3087c-4a71-11ed-924d-040300000000"
"1218405","1","1","1","Tseikuru","Tseikuru","Tseikuru","2","5e97c7a2-4a71-11ed-924d-040300000000"
"1218406","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","4dabb6e2-4a71-11ed-924d-040300000000"
"1218407","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","5fcf4edb-4a71-11ed-924d-040300000000"
"1218407","1","2","2","Borka","Bangali","Tana river","2","5fcf58be-4a71-11ed-924d-040300000000"
"1218407","1","3","3","Nairobi","Keriobangi","Dagoretti north","3","5fcf61a4-4a71-11ed-924d-040300000000"
"1218410","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","62207bb4-4a71-11ed-924d-040300000000"
"1218423","1","1","1","Sultan","Poka kenyawa","Kajiado east","2","44b1d14b-4a71-11ed-924d-040300000000"
"1218423","1","2","2","Bissil","Matapato North","Kajiado Central","2","44b1dc45-4a71-11ed-924d-040300000000"
"1218489","1","1","1","Ogwedhi","Kwa","Suna East","2","42fb3dba-4a71-11ed-924d-040300000000"
"1218489","1","2","2","Mogonga","Not specified","Gucha","2","42fb83fc-4a71-11ed-924d-040300000000"
"1218489","1","3","3","Itibo","Not specified","Gucha","2","42fb907a-4a71-11ed-924d-040300000000"
"1218902","1","1","1","Sultan","Poka Kenyawa","Kajiado East","3","50c9cd9c-4b3a-11ed-924d-040300000000"
"1218906","1","1","1","Sultan","Poka Kenyawa","Kajiado East","3","41284af1-4b3a-11ed-924d-040300000000"
"1219120","1","1","1","Mwingi","Kivou","Mwingi central","3","54ac96e2-4b3a-11ed-924d-040300000000"
"1219120","1","2","2","Ngomeni","Ngomeni","Mwingi north","1","54aca57b-4b3a-11ed-924d-040300000000"
"1219120","1","3","3","Nguni","Nguni","Mwingi central","1","54acb2b2-4b3a-11ed-924d-040300000000"
"1219120","1","4","4","Kamuwongo","Kyuso","Mwingi north","1","54acbf16-4b3a-11ed-924d-040300000000"
"1219121","1","1","1","Kamari","Tseikuru","Mwingi north","2","44814c0b-4b3a-11ed-924d-040300000000"
"1219121","1","2","2","Kaningo","Tseikuru","Mwingi north","1","44815461-4b3a-11ed-924d-040300000000"
"1219122","1","1","1","Katse","Mumoni","Mwingi north","1","392d9abd-4b3a-11ed-924d-040300000000"
"1219122","1","2","2","Kamuwongo","Kyuso","Mwingi north","1","392da535-4b3a-11ed-924d-040300000000"
"1219122","1","3","3","Mwingi","Kivou","Mwingi central","3","392db466-4b3a-11ed-924d-040300000000"
"1219124","1","1","1","Kamari","Tseikuru","Mwingi north","1","438fc952-4b3a-11ed-924d-040300000000"
"1219124","1","2","2","Kaningo","Tseikuru","Mwingi north","1","438fd4d5-4b3a-11ed-924d-040300000000"
"1219125","1","1","1","Nguni","Nguni","Mwingi north","1","32c30cd4-4b3a-11ed-924d-040300000000"
"1219125","1","2","2","Kaseluni","Ngomeni","Mwingi north","1","32c31d1d-4b3a-11ed-924d-040300000000"
"1219125","1","3","3","Ngomeni","Ngomeni","Mwingi north","1","32c32b02-4b3a-11ed-924d-040300000000"
"1219125","1","4","4","","","","","32c33908-4b3a-11ed-924d-040300000000"
"1219126","1","1","1","Kamuwongo","Kyuso","Mwingi north","1","5c619977-4b3a-11ed-924d-040300000000"
"1219126","1","2","2","Nuu","Nuu","Mwingi central","1","5c61a2dc-4b3a-11ed-924d-040300000000"
"1219126","1","3","3","Nguni","Nguni","Mwingi central","1","5c61ab5a-4b3a-11ed-924d-040300000000"
"1219128","1","1","1","Katse","Mumoni","Mwingi north","1","58305f21-4b3a-11ed-924d-040300000000"
"1219130","1","1","1","Nuu","Nuu","Mwingi central","1","5dd285c2-4b3a-11ed-924d-040300000000"
"1219130","1","2","2","Nguni","Nguni","Mwingi central","1","5dd29372-4b3a-11ed-924d-040300000000"
"1219130","1","3","3","Ngomeni","Ngomeni","Mwingi north","1","5dd29fa5-4b3a-11ed-924d-040300000000"
"1219131","1","1","1","Boka","Bangal","Tana north","1","44c249ef-4b3a-11ed-924d-040300000000"
"1219131","1","2","2","Mwingi","Kivou","Mwingi","3","44c2560f-4b3a-11ed-924d-040300000000"
"1219131","1","3","3","Kaningo","Tseikuru","Tseikuru","1","44c261d2-4b3a-11ed-924d-040300000000"
"1219137","1","1","1","Kaningo","Tseikuru","Mwingi north","1","39840360-4b3a-11ed-924d-040300000000"
"1219140","1","1","1","Kathuri","Tseikuru","Mwingi north","1","342fe91d-4b3a-11ed-924d-040300000000"
"1219140","1","2","2","Ngomeni","Ngomeni","Mwingi north","1","342ff1e9-4b3a-11ed-924d-040300000000"
"1219143","1","1","1","Kamari","Tseikuru","Mwingi north","1","2f33a677-4b3a-11ed-924d-040300000000"
"1219143","1","2","2","Kaningo","Tseikuru","Mwingi north","1","2f33b20e-4b3a-11ed-924d-040300000000"
"1219144","1","1","1","Gatunga","Tharaka nithi","Tharaka nithi","1","41f1d38e-4b3a-11ed-924d-040300000000"
"1219149","1","1","1","Kathagashini","tharaka nithi","Tharaka nithi","1","44b977c8-4b3a-11ed-924d-040300000000"
"1219149","1","2","2","Kaningo","Tseikuru","Mwingi north","1","44b982f8-4b3a-11ed-924d-040300000000"
"1219152","1","1","1","Ciampiu","Tharaka","Mwingi north","1","4cf8c16c-4b3a-11ed-924d-040300000000"
"1219154","1","1","1","Kaningo","Tseikuru","Mwingi north","1","4319b924-4b3a-11ed-924d-040300000000"
"1219154","1","2","2","Ciampiu","Tseikuru","Mwingi north","1","4319c58d-4b3a-11ed-924d-040300000000"
"1219156","1","1","1","Ishiara","Ishiara","Mbeere south","2","42661d4d-4b3a-11ed-924d-040300000000"
"1219156","1","2","2","Kathwana","","Tharaka  south","1","426638b5-4b3a-11ed-924d-040300000000"
"1219157","1","1","1","Kaningo","Tseikuru","Mwingi north","2","403bf7a3-4b3a-11ed-924d-040300000000"
"1219157","1","2","2","Tseikuru","Tseikuru","Mwingi north","2","403c0405-4b3a-11ed-924d-040300000000"
"1219159","1","1","1","Mwingi","Kivou","Mwingi central","3","3d46bc07-4b3a-11ed-924d-040300000000"
"1219160","1","1","1","Kaningo","Tseikuru","Mwingi north","1","483447ca-4b3a-11ed-924d-040300000000"
"1219160","1","2","2","Tseikuru","Tseikuru","Mwingi north","2","483454e5-4b3a-11ed-924d-040300000000"
"1219161","1","1","1","Kaningo","Tseikuru","Mwingi north","1","61475e93-4b3a-11ed-924d-040300000000"
"1219162","1","1","1","Borka","Tseikuru","Mwingi north","1","3507c87f-4b3a-11ed-924d-040300000000"
"1219162","1","2","2","Kaningo","Tseikuru","Mwingi north","1","3507d533-4b3a-11ed-924d-040300000000"
"1219162","1","3","3","Kamale","Tseikuru","Mwingi north","1","3507dfc9-4b3a-11ed-924d-040300000000"
"1219163","1","1","1","Ishiara","Ishiara","Mwingi north","1","597ada41-4b3a-11ed-924d-040300000000"
"1219164","1","1","1","Masungwa","Tseikuru","Mwingi north","1","2d0b746b-4b3a-11ed-924d-040300000000"
"1219165","1","1","1","Katse","Muumoni","Mwingi north","3","42398f83-4b3a-11ed-924d-040300000000"
"1219167","1","1","1","Kamari","Tseikuru","Mwingi north","1","54a2aca7-4b3a-11ed-924d-040300000000"
"1219167","1","2","2","Kaningo","Tseikuru","Mwingi north","1","54a2b95f-4b3a-11ed-924d-040300000000"
"1219310","1","1","1","Mashuuru","Imaroro","Kajiado East","2","73f5bc5b-4c03-11ed-924d-040300000000"
"1219310","1","2","2","Emali","Poka kenyawa","Kajiado East","3","73f5c80c-4c03-11ed-924d-040300000000"
"1219311","1","1","1","Kimana","Kimana","Kajiado.South","2","73d2e1bf-4c03-11ed-924d-040300000000"
"1219311","1","2","2","Emali","Poka Kenyawa","Kajiadoi South","2","73d2eb04-4c03-11ed-924d-040300000000"
"1219312","1","1","1","Kimana","Kamana","Kajiado South","2","796c4344-4c03-11ed-924d-040300000000"
"1219312","1","2","2","Emali","Poka kenyawa","Kajiado East","3","796c531f-4c03-11ed-924d-040300000000"
"1219313","1","1","1","Emali","Poka Kenyawa","Kajiado East","3","782a69b4-4c03-11ed-924d-040300000000"
"1219314","1","1","1","Emali","Poka kenyawa","Kajiado East","3","723f9e25-4c03-11ed-924d-040300000000"
"1219315","1","1","1","Mashuuru","imaroro","Kajiado East","2","6fd1eefa-4c03-11ed-924d-040300000000"
"1219315","1","2","2","Emali","Poka kenyawa","Kajiado East","3","6fd1fa3d-4c03-11ed-924d-040300000000"
"1219315","1","3","3","Kimana","Kimana","Kajiado South","2","6fd205dd-4c03-11ed-924d-040300000000"
"1219316","1","1","1","Emali","Poka kenyawa","Kajiado East","","6684c16b-4c03-11ed-924d-040300000000"
"1219318","1","1","1","Emali","Poka kenyawa","Kajiado East","3","895b3eab-4c03-11ed-924d-040300000000"
"1219319","1","1","1","Kibwezi","Kibwezi","Kibwezi","2","8b773a7e-4c03-11ed-924d-040300000000"
"1219319","1","2","2","Ikutha","Kitui","Kitui","1","8b774e85-4c03-11ed-924d-040300000000"
"1219319","1","3","3","Makindu","Makindu","Kibwezi","2","8b77627c-4c03-11ed-924d-040300000000"
"1219319","1","4","4","Kambu","Kambu","Kibwezi","1","8b77704a-4c03-11ed-924d-040300000000"
"1219319","1","5","5","Miangeni","Ikutha.","Kitui","1","8b777d26-4c03-11ed-924d-040300000000"
"1219319","1","6","6","Emali","Kenyawa poka","Kajiado East","3","8b778a2e-4c03-11ed-924d-040300000000"
"1219319","1","7","7","Machinary","Machinary","Kibwezi","1","8b779c2d-4c03-11ed-924d-040300000000"
"1219320","1","1","1","Emali","Poka kenyawa","Kajiado East","3","846d849a-4c03-11ed-924d-040300000000"
"1219321","1","1","1","Emali","Poka kenyawa","Kajiado East","3","8a7238dc-4c03-11ed-924d-040300000000"
"1219322","1","1","1","Emali","Poka kenyawa","Kajiado East","3","8273fbbf-4c03-11ed-924d-040300000000"
"1219322","1","2","2","Mashuuru","Imaroro","Kajiado East","2","82740967-4c03-11ed-924d-040300000000"
"1219323","1","1","1","Emali","Poka kenyawa","Kajiado East","3","811af9f2-4c03-11ed-924d-040300000000"
"1219324","1","1","1","Emali","Poka kenyawa","Kajiado East","3","68569f8a-4c03-11ed-924d-040300000000"
"1219324","1","2","2","Kimana","Kimana","Kajiado South","2","6856b175-4c03-11ed-924d-040300000000"
"1219324","1","3","3","Mashuuru","ilmaroroi","Kajiado East","2","6856c521-4c03-11ed-924d-040300000000"
"1219347","1","1","1","Kimana","Kimana ","Kajiado ","2","64dccab9-4c03-11ed-924d-040300000000"
"1219347","1","2","2","Emali","Poka/kenyawa ","Kajiado ","2","64dcd496-4c03-11ed-924d-040300000000"
"1219347","1","3","3","Sultan","Poka/kenyawa ","Kajiado east ","3","64dcdded-4c03-11ed-924d-040300000000"
"1219348","1","1","1","Emali","Poka/kenyawa ","Kajiado east ","","64bb16f7-4c03-11ed-924d-040300000000"
"1219349","1","1","1","Mashuuru","Imaroro ","Kajiado ","2","792d4380-4c03-11ed-924d-040300000000"
"1219349","1","2","2","Moi","Poka/kenyawa ","Kajiado east ","1","792d525f-4c03-11ed-924d-040300000000"
"1219349","1","3","3","Sultan","Poka/kenyawa ","Kajiado 9","3","792d5e2b-4c03-11ed-924d-040300000000"
"1219350","1","1","1","Sultan","Poka/kenyawa ","Kajiado east ","3","75cc0ddc-4c03-11ed-924d-040300000000"
"1219350","1","2","2","Emali","Poka/kenyawa ","Kajiado east ","2","75cc1cd1-4c03-11ed-924d-040300000000"
"1219352","1","1","1","Sultan","Poka/kenyawa","Kajiado east","3","7d89e8cf-4c03-11ed-924d-040300000000"
"1219352","1","2","2","Makindu","Makueni","Kajiado East","1","7d89f4b0-4c03-11ed-924d-040300000000"
"1219352","1","3","3","Emali","Poka/kenyawa","Kajiado east ","2","7d89ff6a-4c03-11ed-924d-040300000000"
"1219352","1","4","4","Mootha","","Kitui","1","7d8a0797-4c03-11ed-924d-040300000000"
"1219354","1","1","1","Kimana","Kimana ward","Kajiado south","2","80039bea-4c03-11ed-924d-040300000000"
"1219354","1","2","2","Mashuuru","Imaroro ward","Kajiado east","2","8003aea3-4c03-11ed-924d-040300000000"
"1219354","1","3","3","","","","","8003bbcd-4c03-11ed-924d-040300000000"
"1219354","1","4","4","","","","","8003c8d9-4c03-11ed-924d-040300000000"
"1219356","1","1","1","Sultan","Poka/kenyawa","Kajiado east","3","7990b13a-4c03-11ed-924d-040300000000"
"1219365","1","1","1","Mashuuru","Imaroro","Kajiado east","","87d5e00e-4c03-11ed-924d-040300000000"
"1219372","1","1","1","Moi","Poka kenyawa","Kaj","1","6f128f31-4c03-11ed-924d-040300000000"
"1219372","1","2","2","Duka moja","Poka","","1","6f129ffe-4c03-11ed-924d-040300000000"
"1219373","1","1","1","Kaskeu","Mbitini","Makueni","","8509cd01-4c03-11ed-924d-040300000000"
"1219374","1","1","1","Kaskeu","Mbitini","Makueni","","7915e70a-4c03-11ed-924d-040300000000"
"1219375","1","1","1","Moi","Poka kenyawa","Kajiado east","","73661dfe-4c03-11ed-924d-040300000000"
"1219425","1","1","1","Wath onger","Macalder / Kanyarwanda ","Nyatike ","3","79098009-4c03-11ed-924d-040300000000"
"1219425","1","2","2","Giribe","Wasimbete ","Suna West ","1","79098c04-4c03-11ed-924d-040300000000"
"1219426","1","1","1","Wath onger","Macalder /Kanyarwanda ","Nyatike ","3","60a44802-4c03-11ed-924d-040300000000"
"1219427","1","1","1","Wath onger","Macalder/ Kanyarwanda ","Nyatike ","1","6046070f-4c03-11ed-924d-040300000000"
"1219427","1","2","2","Giribe","Wasimbete ","Suna West ","1","604614f9-4c03-11ed-924d-040300000000"
"1219427","1","3","3","Piny Oyie","Wasimbete ","Suna West ","2","60462271-4c03-11ed-924d-040300000000"
"1219428","1","1","1","Wath onger","Macalder /Kanyarwanda ","Nyatike ","3","76f42734-4c03-11ed-924d-040300000000"
"1219428","1","2","2","Giribe","Wasimbete ","Suna West ","1","76f437ff-4c03-11ed-924d-040300000000"
"1219428","1","3","3","Dago","Tanzania","","","76f447e3-4c03-11ed-924d-040300000000"
"1219428","1","4","4","Namba","Wasweta II ","Suna East ","2","76f457bb-4c03-11ed-924d-040300000000"
"1219430","1","1","1","Giribe","Wasimbete","Suna West","1","8471bf26-4c03-11ed-924d-040300000000"
"1219430","1","2","2","Wath Ong`er","Macalder Kanyarwanda","Nyatike","3","8471cafe-4c03-11ed-924d-040300000000"
"1219431","1","1","1","Wath Ong`er","Macalder Kanyarwanda","Nyatike","3","66aa7306-4c03-11ed-924d-040300000000"
"1219598","1","1","1","Nguni","Nguni","Mwingi north","1","75c0037f-4c03-11ed-924d-040300000000"
"1219598","1","2","2","Kasiluni","Ngomeni","Mwingi north","1","75c00c78-4c03-11ed-924d-040300000000"
"1219599","1","1","1","Tseikuru","Tseikuru","Mwingi north","2","77658ff9-4c03-11ed-924d-040300000000"
"1219599","1","2","2","Nguni","Nguni","Mwingi Central","1","77659bd2-4c03-11ed-924d-040300000000"
"1219599","1","3","3","Ngomeni","Ngomeni","Mwingi north","1","7765aaf2-4c03-11ed-924d-040300000000"
"1219600","1","1","1","Ukasi","Nguni","Mwingi north","1","7cd2e288-4c03-11ed-924d-040300000000"
"1219603","1","1","1","Nguni","Nguni","Mwingi central","1","6dc5a93f-4c03-11ed-924d-040300000000"
"1219605","1","1","1","Nguni","Nguni","Mwingi","1","6abf17cd-4c03-11ed-924d-040300000000"
"1219607","1","1","1","Mwingi central market","Kivou","Mwingi central","3","6c8d063c-4c03-11ed-924d-040300000000"
"1219607","1","2","2","Nguni","Nguni","Mwingi central","1","6c8d1456-4c03-11ed-924d-040300000000"
"1219610","1","1","1","Nguni","Ngomeni","Mwingi north","","723068c3-4c03-11ed-924d-040300000000"
"1219611","1","1","1","Nguni","Nguni","Mwingi central","2","8956c3d3-4c03-11ed-924d-040300000000"
"1219613","1","1","1","Nguni","Nguni","Mwingi central","2","751b05d1-4c03-11ed-924d-040300000000"
"1219613","1","2","2","Kamuwongo","Kyuso","Mwingi north","1","751b1230-4c03-11ed-924d-040300000000"
"1219613","1","3","3","Mwingi","Central","Mwingi central","3","751b1d1e-4c03-11ed-924d-040300000000"
"1219618","1","1","1","Wath Onger","Macalder Kanyaruanda ","Nyatike","3","72a0533f-4c03-11ed-924d-040300000000"
"1219619","1","1","1","Wath Onger","Macalder Kanyaruanda","Nyatike","3","8c704738-4c03-11ed-924d-040300000000"
"1219619","1","2","2","Giribe","Wasimbete","Nyatike","1","8c705248-4c03-11ed-924d-040300000000"
"1219620","1","1","1","Wath Onger","Macalder Kanyaruanda","Nyatike","3","817c523d-4c03-11ed-924d-040300000000"
"1219621","1","1","1","Olasi","Kaler","Nyatike","2","66e36276-4c03-11ed-924d-040300000000"
"1219621","1","2","2","Piny oyie","Wiga","Suna West","1","66e37135-4c03-11ed-924d-040300000000"
"1219621","1","3","3","Giribe","Wasimbete","Suna West","2","66e37dc5-4c03-11ed-924d-040300000000"
"1219621","1","4","4","Wath Onger","Macalder Kanyarwanda","Nyatike","3","66e386c9-4c03-11ed-924d-040300000000"
"1219622","1","1","1","Olasi","Kaler","Nyatike","1","79316f95-4c03-11ed-924d-040300000000"
"1219622","1","2","2","Namba","Wasweta II","Suna West","2","79317a85-4c03-11ed-924d-040300000000"
"1219623","1","1","1","Wath Onger","Macalder Kanyarwanda","Nyatike","3","843d9cc0-4c03-11ed-924d-040300000000"
"1219623","1","2","2","Giribe","Wasimbete","Suna West","1","843dad89-4c03-11ed-924d-040300000000"
